agenda_id,release,doc_id,page_range
9.2.2,Rel-19,R1-2400162,
9.3.2,Release 18,R1-2408120,
9.6.2,NR,R1-2406882,
9.3.3,Rel-19,R1-2405986,
9.4.2.4,Rel-19,R1-2403957,
8.1,Rel-18,R1-2410787,
8.4,Rel-18,R1-2403325,
,Rel-18,R3-238056,
8.3,Rel-18,R1-2401550,
7,Rel-15/16/17,R1-2408010,
9.1.3.1,Rel-19,R1-2402749,
9.1.3.2,Rel-18,R1-2401135,
9.4.2.3,Rel-19,R1-2402332,
9.2.2,Rel-19,R1-2408295,
9.1.3.2,Release-19,R1-2403013,
9.1.3.1,Rel-19,R1-2403053,
9.12,Rel-19,R1-2409404,
4.5.3,Rel-18,R1-2406152,
9.3.1,Rel-19,R1-2402168,
9.11.5,Release 18,R1-2409565,
9.4.2.1,Rel-19,R1-2409682,
9.1.3.3,Release 19,R1-2406976,
R1-2403667,Rel-18,R1-2403667,
3,Rel-18/19,R1-2407585,
21,Rel-18,R1-2410242,
7,Rel-17,R1-2405605,
9.13,Rel-19,R1-2408873,
9.1.3.3,Rel-19,R1-2405504,
9.2.4,Rel-19,R1-2401490,
9.1.3.1,Release 18,R1-2405145,
,Rel-18,R1-2407245,
9.3.1,Rel-19,R1-2403162,
9.4.2.2,Rel-18/Rel-19,R1-2407585,
7,Rel-17,R1-2409056,
9.1.3,Release 19,R1-2409146,
9.13,Release 18,R1-2408366,
7,Rel-17,R1-2405518,
9.2.3,Rel-19,R1-2405881,
3.0,Pre-Rel-18/Rel-18/Rel-19,R1-2403820,
9.7.1,Release 19,R1-2401063,
5.1.5,Rel-17,R1-2401740,
9.5.2,Release 19,RAN1#118bis Schedule,
9.3.1,Rel-19,R1-2410692,
9.11.3,Not specified,R1-2407958,
9.7.2,Rel-19,R1-2406489,
9.11.2,Rel-19,R1-2401847,
9.1.1,3GPP TSG RAN WG1 118,R1-2406269,
9.2.3,Rel-19,R1-2406025,
9.4,Rel-18/19,R1-2407585,
9.1.2,Rel-19,R1-2403183,
,Rel-18,R1-2406151,
9.2.1,Rel-19,R1-2408319,
9.7.1,Rel-19,R1-2400960,
9.3.1,Release 18,R1-2405060,
16.1,Rel-18,R1-2402441,
9.6.3,Rel-19,R1-2403713,
9.6.2,Rel-19,R1-2406851,
9.1.1,Release 19,R1-2410029,
7,Release 18,R1-2403168,
9.2.2,Rel-19,R1-2400382,
9.1.3.1,Rel-19,R1-2406056,
9.3.3,Rel-18,R1-2408527,
9.4.2.3,Rel-18,R1-2408468,
IoT_NTN_enh-Core,Rel-18,R1-2407623,
9.1.4.2,Rel-18/Rel-19,R1-2407941,
9.2.4,Rel-19,R1-2405890,
9.1.4.1,Rel-18,R1-2403799,
9.11.3,Rel-19 NR NTN,R1-2402005,
8,NR Sidelink Evolution,R1-240xxxx,
7,Rel-17/Rel-18,R1-2409235,
8.1,Rel-18,R1-2405463,
9.4.2.2,Rel-19,R1-2405990,
9.3.2,Rel-19,R1-2408526,
8.8,Rel-18,R1-2401510,
9.9.1,Rel-19,R1-2407876,
9.5.3,Rel-19,R1-2403137,
9.1.3.2,3GPP Release 18,R1-24xxxxx,
10.3,Rel-17,R1-2401396,
9.3.3,Rel-19,R1-2403046,
9.5.3,Rel-19,R1-2402693,
9.11.3,Release 19,R1-2410642,
9.7.2,Release 18,R1-2410401,
7,Rel-17,R1-2409368,
8.6,Rel-18,R1-2400368,
8.6,Rel-18,R1-2400411,
9.2.3,Rel-19,R1-2409464,
9.10.1,Rel-18,R1-2409536,
9.4.2.2,Rel-19,R1-2404593,
9.7.2,Release 19,R1-2404303,
9.1.1,Rel-19,R1-2400781,
9.11.1,R19,RAN1#119,
9.7.2,,R1-2404344,
9.3.3,Rel-19,R1-2405041,
9.8.2,Release 19,RAN1#118bis-Schedule,
7,3GPP Release 18,R1-2407431,
5,Rel-19,R1-2404352,
9.4.2.2,Rel-19,R1-2400460,
9.3.1,3GPP,R1-2410086,
9.11,Release-19,R1-2406439,
5,2024,R1-2401375,
9.8.1,Release 19,RAN1#118bis-Schedule,
8.1,Rel-18,R1-2405261,
9.6.3,R19,R1-2402677,
3,Release 19,R1-2409340,
7.1,3GPP,R1-2400283,
9.1.3.1,Rel-19,R1-2400722,
9.2.2,Rel-19,R1-2407283,
9.10.1,Rel-18,R1-2409562,
8.5.1,Rel-18,R1-2402364,
8.4,Rel-18/19,R1-2400000,
9.3.3,Unknown,RAN1#119-Schedule,
9.3.2,Release 18,R1-2402404,
9.7.2,Release 19,R1-2403207,
9.4.2.1,Rel-19,R1-2404620,
RAN4_UE_Capability_Asymmetric_BW,R18,R4-2406717,
9.11.3,NR Phase 3 NTN,R1-2408137,
9.11.4,Rel-19,R1-2406362,
9.6.2,18,R1-2406380,
8.1,Rel-18,R1-2407349,
9.8.1,,R1-2408863,
9.4.2.3,Rel-19,R1-2406072,
9.7,Rel-19,R1-2409340,
9.6.3,Release 18,R1-2400255,
8.8,Release 18,R1-2401289,
9.2.1,Rel-19,R1-2406028,
9.1.1,Rel-19,R1-2404904,
9.4.2.2,Rel-19,R1-2402245,
9.2.5,Rel-18,R1-2410937,
8.2,Rel-18,R1-2400037,
9.10.1,Rel. 19,R1-2400889,
9.4.2.3,Rel-19,R1-2409760,
9.2.3,Rel-19,R1-2408639,
38.214 CR XXXX,Rel-17,R1-2407496,
9.5.2,Rel-19,R1-2407081,
9.4.2.2,Rel-19,R1-2410226,
8.5,Rel-18,R1-2401312,
9.3.2,Release 18,R1-2407753,
9.4.2.2,Rel-19,R1-2409733,
8.12.4,Rel-18,R1-2401104,
9.5.1,Rel-19,R1-2408342,
9.8.2,Rel-19,R1-2410881,
9.2.4,Rel-18/19,RAN1#119-Schedule,
9.7.1,Rel-18,R1-2404573,
9.11.1,Release 19,R1-2404441,
8.4.4,Rel-18,R1-2407173,
9.6.3,Rel-19,R1-2402588,
9.2.2,Rel-19,R1-2402497,
5.2.2.5.1,Rel-18,R1-2404083,
9.6.3,NR Release 18+,R1-2400686,
9.1.3.1,Rel-19,R1-2407340,
8.1.5,Rel-18,R1-2402363,
9.10.1,NR Phase 3,R1-2407919,
8.12.6,Rel-18,R1-2401314,
9.7.1,Rel19,R1-2403386,
7,Rel-17,R1-2406795,
8.4,Release 18/19,R1-2403045,
9.11.3,Rel-19,R1-2406110,
9.4.2.1,Rel-19,R1-2401119,
9.3.3,Rel-19,R1-2407928,
9.2.2,Rel-19,R1-2408563,
,Rel-19,R1-2407512,
9.5.1,Rel-19,R1-2409109,
9.3.3,Rel-19,R1-24xxxxx,
9.1,Rel-19,R1-2409222,
9.2.4,3GPP Release 18,R1-2403947,
9.4.2.2,Rel-19,R1-2408742,
7,Rel-17,R1-2410726,
22.1,Rel-18,R1-2405327,
5,Rel-17/Rel-18,R1-2405450,
9.3.2,Rel-19,R1-2408277,
9.4.2.2,Rel-19,R1-2409485,
9.1.1,Rel-18,R1-2402276,
7.1,Release 17,R1-2401683,
9.4.2.3,3GPP,R1-2405218,
5,Rel-18/19,R1-2404930,
9,Release 18 and 19,R1-2407585,
9.1.4.1,Rel-17,R1-2405717,
9.4.2.1,Release 18,R1-2408685,
9.6.2,Release 18,R1-2402741,
9.2.1,Rel-19,R1-2410108,
,Rel-18,R1-2401827,
9.3.3,Rel-19,R1-2400854,
9.4.2.1,3GPP Release 19,R1-2409801,
9.1.2,Rel-19,R1-2409669,
NR_NTN_Ph3-Core,Release 19,R1-2407538,
9.6,Release 19,R1-2407585,
9.1.3.2,Rel-19,R1-2403279,
9.10.1,Rel19,R1-2407289,
9.1.2,Rel-17,R1-2400506,
NR_cov_enh2-Core,Rel-18,R1-2401878,
2,Pre-Rel-18/Rel-18/Rel-19,R1-2409340,
CR-related,Rel-15,CR rev,
9.3.3,Release 18,R1-2402825,
9.11,Rel-19,R1-2403666,
9.7.1,Rel-19,R1-2408315,
9.1.3.1,Release 18,R1-2401151,
9.1.3.1,Rel-19,R1-2406417,
9.11.4,Rel-19,R1-2409193,
8.1,Rel-18,R1-2400192,
9.9.1,NR Rel-19,R1-2408203,
9.9.1,Rel-19,R1-2406032,
9.2.3,Rel-19,R1-2402661,
9.1.1,Release 18,R1-2403367,
9.5.3,Rel-19,R1-2407740,
9.1.3.2,Unknown,R1-2401242,
9.3.2,Release 18,R1-2410087,
9.7.2,5G-Advanced/6G,R1-2404469,
9.4.2.1,3GPP Release 18+,R1-2403888,
8.1,Rel-18,R1-2410697,
9.10.1,Release 19,R1-2406506,
,Rel-17,CR-Form-v12.2,
RAN1-116,Release 19,R1-2410922,
8.1,Rel-18,R1-2406621,
19,"Pre-Rel-18, Rel-18, Rel-19",R1-2409340,
9.5.1,Rel-19,R1-2407619,
,Rel-17,R1-2404073,
5,Rel-19,R1-2410283,
9.2.2,Rel-19,R1-2408405,
9.1.4.1,Rel-18,R1-2409988,
9.2.3,Rel-19,R1-2400919,
9.3.1,Rel-19,R1-2400053,
9.4.2.4,2024,R1-2407909,
9.4.2.3,Rel-19,R1-2407129,
8.1.4,Rel-18,R1-2406213,
9.7.1,Release 19,R1-2410447,
9.4.1.1,Rel-19,R1-2410285,
9.3.2,Release 19,R1-2408115,
9.2.2,Rel-19,R1-2400397,
9.1.2,Rel-19,R1-2408159,
9.3.2,Rel-19,R1-2403873,
9.11.1,Rel-19,R1-2410129,
9.4.2.3,Rel-19,R1-2402705,
9.6.1,RP-234056 (WID approved at RAN#102),R1-2406941,
9.2.2,Rel-19,R1-2408349,
FS_NR_duplex_evo,Rel-18,R4-2413513,
9.1.2,Rel-19,R1-2405120,
9.2.4,Rel-19,R1-2408460,
9.11.2,NR,R1-2405173,
9.2.1,Rel-18,R1-2405814,
RAN1#115,Rel-18,R1-2406019,
9.8.1,Rel-19,R1-2403856,
9.2.1,Rel-19,R1-2408320,
TR38.843 Cases 2b/3b,Rel-19,R1-2404909,
8.2,Rel-18,R1-2402865,
8.5.3,Rel-18,R1-2402453,
5,Rel-18,R1-2406998,
9.7.1,5G-Advanced,R1-2400341,
8,Rel-18,R1-2401923,
9.1.3.1,Rel-19,R1-2409751,
9.4,Rel-18,R1-2400328,
9.7.2,Rel-19,R1-2404634,
7,Rel-16/18,R1-2410770,
8.2.2,Rel-18,R1-2405029,
8.12.5,Rel-18,R1-2400148,
3,"Pre-Rel-18, Rel-18, Rel-19",R1-2409340,
8.3,Rel-18,R1-2402093,
9.6.1,Release 18,R1-2405108,
9.1.1,Rel-18,R1-2402366,
9.4.2.2,3GPP TSG RAN WG1 #118bis,R1-2408687,
9.5.2,Rel-19,R1-2406709,
9.4.1.1,Release 19,R1-2402328,
9.1.3.2,Rel-19,R1-2400379,
9.6.1,Release 18,R1-2402251,
9.3.1,Release 18,R1-2405152,
9.5.1,Release 19,RAN1#118bis-Schedule,
8.12.6,Rel-18,R1-2401621,
9.9.1,Rel-19,R1-2409648,
5,"3GPP Release (unspecified, inferred from 2024 meeting)",R1-2410084,
9.2.4,Rel-19,R1-2407190,
,Release 18,R4-2406496,
9.11.4,Rel-19,R1-2403719,
9.4.1.1,Rel-19,R1-2407185,
9.11.3,Rel-18,R1-2400073,
9.5.1,Rel-19 NES,R1-2402334,
,Rel-17,R1-2400284,
FS_AmbientIoT,Release 19,R1-2406247,
9.1.2,Rel-19,R1-2400845,
8.1,Rel-18,R1-2407054,
9.5.3,Rel-19,R1-2409967,
9.6.1,Rel-18,R1-2401349,
9.4.2.3,Rel-19,R1-2408435,
9.6.2,Release 19,R1-2409905,
R1-116bis,Rel-18,R1-2402551,
6.1.1.1,Rel-18,R1-2405722,
9.1.4.2,Rel-19,R1-2410044,
9.4.2.2,Release 18 and 19,R1-2407585,
9.4.2.1,Rel-19,R1-2402013,
9.7,3GPP Release 18,R1-2400574,
9.7.2,3GPP,R1-2409524,
9.10.1,Release 18,R1-2404040,
9.5.3,Rel-19,R1-2409558,
9.4.2.4,Rel-19,R1-2402671,
9.4.2.2,Rel-19,R1-2410647,
9.4.2.4,Release 19,R1-2404461,
,Rel-18,R1-2405195,
9.4.2.4,Rel-19,R1-2401788,
8.1,Rel-18,R1-2405447,
9.5.3,Rel-19,R1-2404781,
8.12.1,Rel-18,R1-2400081,
9.1.2,Rel-19,R1-2408559,
9.6.2,Rel-18,R1-2404943,
8.1,Rel-18,R1-2407473,
9.3.1,Rel-19,R1-2407631,
8.1,Rel-18,R1-2405687,
9.1.3.1,Rel-19,R1-2400318,
9.4.2.1,Rel-18,R1-2401160,
9.6.2,Release 19,R1-2410295,
8.1,Rel-18,R1-2405359,
7,Rel-17,R1-2407351,
9.3.3,Release 18,R1-2406727,
9.5.2,Release 19,R1-2401474,
9.6.2,Rel-19,R1-2410511,
9.6.3,Rel-18,R1-2404899,
9.7.2,,R1-2405923,
9.1.4.1,Release 19,R1-2408161,
8.1,Rel-18,R1-2405369,
5,Release 18,R1-2400454,
9.2.1,Rel-19,R1-2402098,
9.11.4,R19,RAN1#119,
8.5.2,Rel-18,R1-2403436,
9.5.3,Release 19,R1-2406849,
8.12.5,Rel-18,R1-2400230,
9.1.2,Rel-18,R1-2406270,
9.4.2.2,Rel-19,R1-2402748,
9.4.1.1,Rel-19,R1-2407608,
9.1.4.1,Rel-19,R1-2410030,
9.1.4.1,Rel-18,R1-2407562,
9.2.2,Rel-19,R1-2406024,
9.6.2,Release 18,R1-2402545,
9.5.1,Rel-19,R1-2410781,
9.1.4.2,Release 19,R1-2409399,
5,Rel-18,R1-2404851,
9.4.1.2,Rel-19,R1-2405432,
9.5.2,,R1-2400902,
9.1.4.2,Rel-19,R1-2408634,
5,Release 19,R1-2409859,
8.4,Rel-18,R1-2403450,
NR_NTN_enh-Core,18,R1-2403583,
9.1.4.2,Rel-19,R1-2409989,
8.1,Rel-18,R1-2400531,
9.11.4,3GPP,R1-2406278,
9.11.2,Rel-19,R1-2406100,
9.11.2,R19,RAN1#119,
9.8.2,Rel-19,R1-2410768,
9.4.2.2,Rel-19,R1-2408596,
,Rel-18,R1-2404162,
NR_MIMO_evo_DL_UL-Core,Rel-18,R1-2407461,
8.2.2,Rel-18,R1-2404910,
9.5.3,Rel-19,R1-2410443,
9.6.3,Rel-19,R1-2403278,
5,Rel-19,R1-2406903,
7.2,Rel-17,R1-2401623,
9.4.2.4,Rel-19,R1-2407128,
9.4.2.4,Rel-19,R1-2402587,
9.7,Rel-19,R1-2403664,
NR_duplex_evo-Core,Release-19,R1-2410460,
9.3.1,Not specified,R1-2410222,
9.4.1.1,Rel-19,R1-2406599,
8.12.5,Rel-18,R1-2401513,
9.4.2.2,Rel-19,R1-2400563,
9.4.2.1,3GPP Release 18+ (2024 timeframe),R1-2406892,
9.2.1,Rel-19,R1-2402838,
9.3.3,Rel-19,R1-2406651,
9.1.1,Rel-19,R1-2401430,
9.3.1,Release 19,R1-2407730,
9.4.1.2,Release 19,R1-2402827,
R1-116,Rel-18,R1-2401877,
5,3GPP Release 18,R1-2408447,
8.1.4,Rel-18,R1-2405527,
4.5,Rel-18,R1-2404641,
9.11.1,Not Specified,R1-2408684,
9.4.2.3,Rel-19,R1-2410094,
9.2.3,Rel-19,R1-2408192,
R19 7-24GHz,Release 19,RAN1#118bis_Schedule,
9.4.1.1,Rel-19,R1-2404456,
38.214 CR 0612,Rel-18,R1-2407452,
9.1.4.1,Release 19,R1-2407953,
9.5.1,Rel-18,R1-2402029,
9.1.1,Rel-19,R1-2408452,
9.4.2.4,R19,R1-2402570,
9.5.3,Rel-19,R1-2405813,
9.5.3,Release 19,R1-2405959,
9.7.1,Release 18,R1-2400068,
5,Rel-19,R1-2403899,
9.2.1,Rel-19,R1-2405875,
9.1.2,Rel-19,R1-2409788,
9.2.3,Rel-19,R1-2406833,
9.4.1.1,Release 19,R1-2406286,
5,Rel-18,R1-2400152,
9.4.1.1,Release 19,R1-2406652,
9.2.1,Rel-19,R1-2409212,
9.1.3.1,Rel-19,R1-2401585,
9.5.2,Rel-19,R1-2407214,
9.2.2,Rel-19,R1-2403876,
9.2.4,Rel-19,R1-2400941,
9.1.4.2,Rel-19,R1-2409744,
9.3.2,Release 18,R1-2402926,
9.6.1,NR,R1-2402740,
9.1.3.1,Rel-19,R1-2402555,
9.6.1,Rel-19,R1-2404296,
9.11.2,Rel-19,R1-2406808,
7,Rel-17,R1-2407822,
5.3,Rel-17,R1-2401090,
9.5.3,Rel-19,R1-2400526,
8.4,Rel-18,R1-2400990,
9.9.1,Rel-19,R1-2406791,
9.1.1,Release 18,R1-2403914,
NR_Mob_enh2-Core,Release 18,R1-2404830,
9.4.2.2,Release 19,R1-2400090,
7,Rel-15,R1-2410740,
5,Release 19,R1-2406124,
9.2.4,Rel-19,R1-2404476,
7,Rel-18,R1-2409246,
9.6.3,Rel-19,R1-2403205,
9.3.1,Release 19,RAN1#118bis-Schedule,
9.5.1,R19,R1-2404032,
9.4.1.2,Release 18,R1-2401976,
9.11.3,Release 18,R1-2403213,
9.1.3,Release 19,R1-2410378,
9.6.1,Rel-19,R1-2400883,
9.6.3,Rel-18,R1-2409646,
9.4.2.2,Release 19,R1-2404675,
9.3.1,Rel-19,R1-2400241,
9.2.2,Release 18 and 19,R1-2407585,
9.6.1,May 2024,R1-2405073,
5,N/A,R1-2408445,
9.4.2.1,Rel-19,R1-2404890,
9.4.1.2,Rel-19,R1-2402858,
9.2.1,Release 19,R1-2410164,
8.2.1,Rel-18,R1-2407161,
7.2,Unknown,R1-2401617,
,Rel-18,R1-2401726,
9.5.2,Release 19,R1-2404895,
,Rel-18,CR-Form-v12.3,
9.1.3.3,Rel-18/Rel-19,R1-2403148,
5,Rel-18,R1-2404755,
9.11.2,3GPP Release 17,R1-2404472,
9.1.4.1,Rel-15,R1-2408205,
9.11.4,Unknown,R1-2407936,
9.1,Rel-18,R1-2409340,
,Rel-18,R1-2401784,
9.4.1.1,3GPP,R1-2407667,
8,"Pre-Rel-18, Rel-18, Rel-19",R1-2409340,
9.6.1,Rel-19,R1-2402392,
7,Pre-Rel18,R1-2407500,
9.5.1,Rel-19,R1-2408909,
8.1,,R1-2404997,
9.4.2.4,Release 19,R1-2401975,
8.8,Rel-18,R1-2400542,
9.1.5,Rel-18,R1-2408450,
9.4.2.1,Rel-19,R1-2409897,
9.12.1,Rel-19,R1-2408713,
9.3.2,Rel-18,R1-2402804,
8.2,Rel-18,R1-2403547,
9.11.4,Release 19,R1-2409826,
9.6.3,Rel-18,R1-2408219,
9.8.2,"August 19th – August 23rd, 2024",R1-2406766,
9.3.3,Rel-19,R1-2408463,
9.2.3,Rel-19,R1-2400555,
9.9.1,Rel-19,R1-2406200,
8.2.2,Rel-18,R1-2406919,
8.1,Rel-18,R1-2404095,
9.2.1,Rel-18,R1-2408911,
8.9,Release 18,R1-2401790,
8.3,Rel-18,R1-2400219,
9.4.2.2,Rel-19,R1-2404963,
9.3.3,Rel-19,R1-2405470,
9.1.4.1,Rel-18,R1-2408016,
9.2.4,Rel-19,R1-2403132,
9.5.1,Release 19,R1-2402541,
8.1,Rel-18,38.213 CR (DRAFT),
9.8.2,Rel-19,R1-2409491,
9.2.1,Release 19,R1-2404277,
9.6.1,May 2024,R1-2404852,
,Rel-19,CR-Form-v12.2,
9.7.2,Release 19,R1-2406048,
null,Rel-18,R1-2405294,
9.7.1,Rel-19,R1-2408761,
9.3.1,Rel-19,R1-2409086,
8.1,Rel-18,R1-2409220,
9.7.2,Not specified,R1-2300792,
9.4.2.1,Rel-19,R1-2403487,
9.1.3.3,Rel-19,R1-2401479,
9.5.1,Rel-19,R1-2406938,
9.5.2,Rel-19,R1-2401662,
9.3.2,Release 18,R1-2406514,
40-3-2-11,Rel-18,R1-2405566,
9.5.1,Release 19,R1-2404433,
5,Release 19,RAN1#118bis Schedule,
9.1.3.1,Rel-18,R1-2406120,
9.1.3,Rel-19,R1-2409782,
9.7.1,Rel-19,R1-2408746,
9.4.2.2,Rel-19,R1-2400858,
9.3.1,Rel-19,R1-2401653,
9.2.4,Rel-19,R1-2405348,
9.2.1,Rel-19,R1-2404449,
8.1,Release 18,R1-2410625,
8.1,Rel-18,R1-2402087,
9.1.3.1,Release 18,R1-2406355,
8.1,R18,R1-2408172,
9.7.2,2024,R1-2410832,
9.4.2.1,Rel-18,R1-2404959,
9.2.2,Rel-19,R1-2405206,
9.12.1,Rel-19,R1-2410731,
9.5.3,Rel-19,R1-2401234,
8.8,Rel-18,R1-2400596,
9.10.1,Rel-19,R1-2404735,
9.6.2,Rel-19 WI,R1-2402893,
8.2.1,Release 18,R1-2404857,
9.7.1,Rel-19,R1-2402599,
9.6.2,Rel-19,R1-2409606,
RAN1#118bis-Agenda,Rel-18,R1-2408184,
9.4.2,Rel-18/Rel-19,R1-2407585,
9.7.1,Rel-19,R1-2402254,
9.1.4.1,Release 19,R1-2407748,
9.3.2,,R1-2407808,
9.5.2,Release 19,R1-2405162,
9.1.1,Rel-19,R1-2407318,
9.11.1,NR NTN Phase 3,R1-2409004,
8.4,Rel-18,R1-2400410,
9.4.2.4,Release 19,R1-2401158,
9.3.2,,R1-2400153,
5,Rel-18,R1-2408442,
5,Release 18,R1-2402351,
9.5.3,Rel-19,R1-2402113,
9.2.2,Rel-19,R1-2407308,
9.4.2.3,Rel-18/19,R1-2406429,
9.3.2,Rel-19,R1-2410058,
9.6.1,Rel-19,R1-2408654,
5,Release 19,R1-2410355,
8.1,Rel18,R1-2404741,
9.1.4.2,Rel-19,R1-2410778,
9.4.2.1,May 2024,R1-2404775,
,Rel-18,R1-2407376,
9.11.4,Release 19,R1-2406866,
9.1.2,Rel-19,R1-2408402,
9.7.2,Rel-19,R1-2406868,
9.4.2.3,Rel-19,R1-2400800,
7,R17,R1-2410530,
9.6.3,Release 19,R1-2405166,
9.4.2.1,Rel-19,R1-2402859,
9.1.3.1,Release 19,R1-2406683,
9.1.4.1,Rel-19,R1-2406399,
9.1.2,Rel-19,R1-2409852,
9.5.3,Release 19,R1-2406294,
7.1,3GPP Release 18+,R1-2401555,
8.1.3.2,Rel-18,R1-2408519,
9.4.1.2,"October 14th – 18th, 2024",R1-2409068,
7.1,Rel-18/19,R1-2400987,
9.5.2,Rel-19,R1-2407216,
9.5.1,Rel-18,R1-2409712,
9.2.1,Rel-18/19,R1-2400917,
9.2.3,Rel-19,R1-2410870,
9.7.2,NR,R1-2406906,
9.11.1,Rel-19,R1-2405342,
9.4.2.3,Rel-18/19,R1-2403043,
9.5.3,Rel-19,R1-2410362,
9.2.4,Rel-18,R1-2404173,
9.2.2,Rel-19,R1-2407262,
9.4.2.2,Rel-19,R1-2407113,
9.1.3.2,Rel-19,R1-2407121,
16,"Pre-Rel-18, Rel-18, Rel-19",R1-2409340,
Obj.3,Release 19,R1-2410039,
8,Rel-18/Rel-19,R1-2409341,
9.2.3,Rel-18,R1-2409506,
9.4.2.2,Rel-19,R1-2410179,
9.1.2,Release 19,R1-2404683,
8.1,Rel-18,R1-2407197,
9.1.3.3,Rel-19,R1-2402320,
9.1.1,Rel-19,R1-2400376,
8.11,Rel-18,R1-2401615,
9.1.4.1,Release 19,R1-2410051,
9.6.1,Rel-18,R1-2406422,
9.11.1,Rel-19,R1-2410364,
8.1,Rel-18,R1-2409706,
9.1.3.1,Rel-19,R1-2401587,
8.2.2,Rel-18,R1-2407055,
5,NR_NTN_enh-Core,R1-2401262,
9.1.1,Rel-19,R1-2402491,
9.1.3.3,Rel-19,R1-2405902,
9.3.3,Release 18,R1-2402665,
RAN1-117,Release 19,R1-2410922,
,Rel-17,R1-2407518,
9.2.2,Rel-19,R1-2408637,
9.2.1,Rel-19,R1-2404715,
9.2.2,Rel-19,R1-2401574,
9.11.3,Rel-18,R1-2409652,
NR_MIMO_evo_DL_UL-Core,Rel-18,R1-2405293,
9.1.3.2,Release 19,R1-2402026,
9.2.2,Rel-19,R1-2406643,
9.2.1,Rel-19,R1-2404587,
9.3.3,Rel-19,R1-2405241,
9.4.1.1,,R1-2408233,
9.11.4,Rel-19,R1-2404787,
8.1,Rel-18,R1-2402089,
8.12.5,Rel-18,R1-2400825,
9.3.2,3GPP Release 18,R1-2405934,
9.8.2,Release 19,R1-2402938,
5,Rel-18,R1-2402205,
9.5.1,Rel-19 NES,R1-2400599,
9.2.1,Release 19,R1-2410435,
NR_MC_enh,Rel-18,R1-2404856,
9.1.4.2,Rel-19,R1-2409168,
8.12.6,Rel-18,R1-2401362,
9.5.2,Release 19,R1-2405207,
9.3.2,Rel-19,R1-2403905,
9.5.2,Rel-19,R1-2407686,
8.1,Rel-18,R1-2408627,
8.4,Rel-18,R1-2402153,
5,Release 17,R1-2400141,
9.5.1,Release 18,R1-2409448,
9.5.3,Rel-19,R1-2405107,
9.3.3,Rel-18,R1-2410576,
9.6.2,Rel-18,R1-2403127,
9.1.4.1,Release 19,R1-2410201,
9.1.2,Release 19,R1-2402024,
9.5.1,Rel-18,R1-2400492,
9.1.4.1,Rel-18,R1-2403033,
9.11.2,NR,R1-2404438,
9.1.2,May 2024,R1-2405385,
7,Rel-16/17/18,R1-2402426,
9.4.2.2,Rel-19,R1-2410063,
9.4.1.2,Rel-19,R1-2406090,
9.1.1,Rel-19,R1-2409749,
9.12 TEI,,R1-2408590,
9.3.3,Release 19,R1-2409490,
9.1.4.1,Release 19,R1-2408695,
9.6.2,R19,R1-2402676,
9.7.2,Release 19,R1-2406714,
9.11.2,Rel-19,R1-2403787,
9.6.2,Release 18+,R1-2402520,
9.6.1,Rel-18,R1-2409559,
8.1,Rel-18,R1-2406460,
9.4.2.4,Rel-19,R1-2400334,
9.1.4.1,Rel-18,R1-2408249,
8.1,3GPP,R1-2409095,
NR_MBS_enh-Core,Rel-18,38.211,
9.4.2.3,Rel-19,R1-2400779,
9.1.2,Rel-18,R1-2406536,
9.1.3.1,Rel-19,R1-2403482,
8.12.3,Rel-18,R1-2401074,
9.1.3.1,Rel-19,R1-2405961,
9.7.1,Rel-19,R1-2406098,
9.6.1,Rel-18,R1-2406193,
9.1.2,Rel-19,R1-2404445,
,Rel-16,R1-2405614,
8.1,Rel-18,R1-2405391,
8,Rel-18/19,RAN1#119 Chair's Notes,
8.5.3,Release 18,R1-2402365,
9.3.2,Rel-19,R1-2403370,
9.4.2.4,Rel-19,R1-2403399,
NR_pos_enh2-Core,Rel-18,R1-2404991,
9.11,Release-19,R1-2409564,
9.1.2,Rel-19,R1-2402554,
CR-0139,Rel-17,R1-2407569,
9.4.2.2,3GPP,R1-2401309,
9.5.2,Release 19,R1-2403305,
5,Rel-19,R1-2407888,
7,Rel-17/Rel-18,R1-2407368,
9.5.1,Rel-19,R1-2405496,
9.7.2,5G-Advanced,R1-2402704,
7,Rel-18,R1-2409298,
9.1.3.2,Rel-18,R1-2406466,
9.5.1,Rel-19,R1-2400250,
9.7.1,Release 18+,R1-2401220,
9.7.1,,R1-2400167,
9.2.1,Rel-19,R1-2404712,
8.10,Release 18,R1-2400353,
9.4.2.1,Release 18,R1-2410372,
9.5.1,Not Specified,R1-2408572,
9.3.1,Rel-18/19,R1-2409474,
NR_pos_enh2-Core,Release 18,R4-2321599,
,Rel-17,R1-2401070,
9.5.2,Release 19,R1-2406050,
9.11.1,Rel-19,R1-2402752,
9.4.1.1,Rel-19,R1-2407327,
9.1.3,Rel-17/18/19,RAN1#119,
9.5.2,Rel-19,R1-2407215,
9.7.1,Rel. 19,R1-2406207,
8.8,3GPP,R1-2400764,
5,Rel-18,R1-2405326,
9.5.3,Rel-19,R1-2408653,
R1-2405734,Rel-18,R1-2406118,
9.6.1,Rel-19,R1-2410646,
9.5.1,Rel-19,R1-2408651,
8.3,Rel-18,R1-2401611,
5.1.5,Rel-18,R1-2405676,
9.4.2.2,Rel-19,R1-2408113,
9.1.1,Rel-18,R1-2406463,
8.2.1,Rel-18,R1-2404101,
9.1.3.2,Rel-19,R1-2407077,
