agenda_id,doc_id,page_range
9.6.1,R1-2409860,Entire Document
9.7.2,R1-2407873,1-53
Rel-19 WI: Evolution of NR Duplex Operation,R1-2408588,"Introduction, Remaining Issues"
9.5.2,R1-2405857,
9.4.1.1,R1-2410477,
8.1,R1-2406624,
8.2,R1-2403263,Entire document
9.1,R1-2409222,1-9
9.6.2,R1-2406735,
9.6.1,R1-2409090,Full document
NR_SL_enh2-Core,R1-2404375,1-3
9.4,R1-2403663,Entire document
8.3,R1-2401608,
9.3.1,R1-2409410,Entire document
9.2.1,R1-2404394,Entire Document
9.6.3,R1-2405998,
9.4.2.4,R1-2403845,
9.3.1,R1-2400731,
9.4.2.2,R1-2406187,
9.11.4,R1-2401195,
9.11.3,R1-2410642,all
9.6.3,R1-2404511,
NR_cov_enh-Core,R1-2403762,
9.6.2,R1-2401629,Entire document
9.5.3,R1-2408793,
9.1.1,R1-2406141,
NR_pos_enh2-Core,R1-2408001,
,R1-2402641,
9.11.2,R1-2406360,
9.4.2.4,R1-2405970,
8.1,R1-2408511,
9.4.2.1,R1-2402042,
9.2.2,R1-2400772,
9.1.1,R1-2410373,
9.1.4.1,R1-2406910,
9.1.3.2,R1-2400319,
9.2.2,R1-2408349,
9.7.2,R1-2410490,
9.3.2,R1-2407753,
9.1.1,R1-2404311,
9.2.4,R1-2405272,
9.4.2.2,R1-2400332,
9.9.1,R1-2410189,1-61
9.6.2,R1-2403254,1-8
9.5.2,R1-2408327,
9.2.3,R1-2409463,
NR_pos_enh2,R1-2410462,
5,R1-2402488,1-5
9.4.1.2,R1-2405911,
9.3.2,R1-2409844,
5,R1-2409660,1-6
9.6.2,R1-2406815,
9.2.1,R1-2410035,
9.4.2.4,R1-2405549,entire document
NR_SL_enh2-Core,R1-2404835,Full Document
9.8.2,R1-2404330,
8.4,R1-2403451,
9.8,R1-2405646,1-7
9.3.2,R1-2400433,
9.7.2,R1-2400810,
9.1.3.1,R1-2403804,Clause 9.1.3.1
8.12.1,R1-2400226,
9.3.2,R1-2402103,
9.1.1,R1-2400465,
9.3.2,R1-2401441,1-13
Netw_Energy_NR-Core,R1-2403288,
9.1.3.1,R1-2400908,1-16
9.2.2,R1-2401113,Entire document
Agenda_2TA_Enhancement,R1-2408025,entire document
9.4.2.1,R1-2405224,
8.12.1,R1-2400453,Entire Document
9.3.2,R1-2410265,Entire document
NR_FeMIMO-Core,R1-2409318,1-3
8.1,R1-2407475,
9.7.1,R1-2402522,1-4
8.10,R1-2401499,
9.3.1,R1-2401217,Entire document
8.3,R1-2401792,
9.2.2,R1-2405255,
9.1.4.1,R1-2409880,
9.4.2.3,R1-2406844,
null,R1-2410070,
9.8.1,R1-2405884,
NR_SL_enh2-Core,R1-2403579,1-3
9.1.1,R1-2401297,
9.3.2,R1-2408087,
9.1.1,R1-2401597,
9.7.2,R1-2404328,
9.3.1,R1-2401653,
8.1,38.213 CR rev,
NR_MIMO_evo_DL_UL,R1-2409578,
8.5.1,R1-2402776,
9.2.3,R1-2408192,Full Document
9.4.2.2,R1-2402513,
NR_MBS-Core,R1-2403803,
9.7.1,R1-2402131,Entire document
9.2.1,R1-2401469,Entire Document
9.4.2.2,R1-2405380,
8.5.3,R1-2402552,1-9/11
NR_MIMO_evo_DL_UL-Core,R1-2405203,
9.3.2,R1-2404113,1-17
9.5.3,R1-2407621,
9.2.4,R1-2407681,
9.5.1,R1-2407974,
NR_XR_enh-Core,R1-2401779,"Clauses 6.2.7, 6.3.2.1.3A-6.3.2.7"
9.5.1,R1-2404795,Entire document
9.11.3,R1-2401132,entire document
7,R1-2406795,
TEI18,R1-2405704,
9.3.1,R1-24010548,
9.8.2,R1-2404192,
9.11.4,R1-2400480,
9.5.1,R1-2410291,Entire document
9.5.3,R1-2407409,all
9.6.2,RAN1#118bis Schedule,
9.10.1,R1-2400886,
9.11.4,R1-2408301,
4.5.6.3,R1-2403345,
38.212 CR 0189,R1-2403771,
7,R1-2410829,
9.1.3.2,R1-2406640,
5.1,R1-2407152,
9.2.1,R1-2408738,Entire document
9.5.3,R1-2401205,
R1-2403605,R1-2403605,
R1-116bis-NES-Corrections,R1-2403557,
9.2.4,R1-2410384,2/9
9.3.1,R1-2408898,Entire document
9.2.1,R1-2407773,Entire document
Unknown,CR-38.214-Clarification,
Obj.1,R1-2410039,Section 1
NR_MBS_enh-Core,38.211,Entire Document
9.8.2,R1-2409403,
NR_Mob_enh2,R1-2402528,
9.1.1,R1-2408689,
7,R1-2407298,
9.1.3.1,R1-2404234,
9.4.2.2,R1-2408993,
5,R1-2400589,
9.6.3,R1-2410073,
9.7.1,R1-2406450,1-11
NR_MIMO_evo_DL_UL,R1-2407154,
9.3.2,R1-2407159,
8.1.4,R1-2404911,
9.4.1.1,R1-2410551,
,R1-2400017,
8.10,R1-2401096,11-12
51-1a,R1-2405566,
9.6.1,R1-2403276,
9.1.3.1,R1-2406465,
9.6.3,R1-2405508,1-13
9.4.1.2,R1-2404178,entire document
9.11.1,R1-2406863,Entire Document
9.3.3,R1-2403371,
9.3.3,R1-2402751,Entire document
8.12.5,R1-2401805,
NR_UE_pow_sav_enh-Core,R1-2405633,
9.11.5,R1-2409982,Entire document
9.5.3,R1-2404821,
NR_pos_enh2-Core,R1-2405788,
9.7.1,R1-2409692,
9.1.3.3,R1-2406142,
NR_MC_enh,R1-2409665,
9.6.1,R1-2408679,
9.1.3,R1-2408362,
9.1.5,CR-XXXXXX,
9.5.1,R1-2403134,
9.11.2,R1-2403787,Entire Document
9.4.2.4,R1-2405992,
9.8.2,R1-2405444,Entire document
9.4.2.2,R1-2401446,
9.6.3,R1-2404298,Entire document
9.6.3,R1-2404440,
8.12.6,R1-2401429,Full document
9.4.2.3,R1-2400248,
9.2.2,R1-2410220,
16.3.0,R1-2404833,16.3.0 section
9.11.3,R1-2406277,Entire document
9.8.2,R1-2408864,1-27
9.3.1,R1-2407219,
8.1,R1-2405384,
16.1,R1-2402441,Clause 16.1
9.6.1,R1-2408129,
9.7.1,R1-2406974,Entire document
9.4.1.1,R1-2404957,
9.2.1,R1-2404277,
9.4.1.1,R1-2402946,
8.3,R1-2402640,
8.1,R1-2409218,
9.4.2.1,R1-2400611,
9.2.3,R1-2407700,
5,R1-2404361,
9.4.2.2,R1-2406243,Sections 1-7
9.11.1,R1-2400478,
9.2.2,R1-2410054,
6.1.7,R1-2403172,
TP#12,R1-2401913,
FS_AIML_MGT_Ph2,S5-246299,Sections 1-4
9.4.2.1,R1-2405078,
9.3.2,R1-2402240,Entire document
9.2.1,R1-2408827,
5G_eLCS_Ph3,S2-2401589,
9.4.1.1,R1-2401180,Entire document
9.1.3.3,R1-2402844,
8.1,R1-2410123,
9.2.4,R1-2410534,
9.6.2,R1-2402338,
9.5.2,R1-2404463,1/1
9.7.2,R1-2400747,Page 9
9.4.1.2,R1-2403118,
AI 7,R1-2408010,
9.8.1,R1-2407255,
5,R1-2408913,
8.1,R1-2403959,
9.10.1,R1-2405843,1-6
5,R1-2400404,
38.214 CR,R1-240xxxx,
8.4,R1-2403338,Entire document
9.1.2,R1-2400721,
9.1.3.2,R1-2404423,
9.4.2.2,R1-2404503,
9.4.1.2,R1-2405432,
8.2.2,R1-2407018,
9.2.2,R1-2404883,
9.5.2,R1-2407216,
9.2.3,R1-2402237,
8.1,R1-2410772,
9.4.2.2,R1-2406289,
8.1,R1-2405609,Entire document
NR_pos_enh2-Core,R1-2404988,
DL_Coverage_Enhancements,R1-2406147,
9.10.1,R1-2400615,
9.5.1,R1-2406971,
12,R1-2407440,
9.3.3,R1-2403046,Entire document
9.4.1.1,R1-2409123,2-2
IoT_NTN_enh-Core,R1-2401754,
8.8,R1-2401510,
9.1.1,R1-2403755,1-23
9.4.2.3,R1-2402586,
9.4.1.2,R1-2407637,
9.4.2.1,R1-2402330,
8.12.5,R1-2401645,
9.1.1,R1-2406497,1-21
9.5,R1-2401935,
NR_MIMO_evo_DL_UL-Core,R1-2404368,
FS_AmbientIoT,R1-2407827,
8.5,R1-2401312,
9.11.2,R1-2403743,Entire Document
9.1.4,R1-2409922,
9.3.1,R1-2404732,
8.4,R1-2403627,
9.4.2.4,R1-2403766,
9.6.2,R1-2406223,
8.1,R1-2405461,1-5
8.12.4,R1-2400084,
7,R1-2406387,
9.4.1.1,R1-2405938,
9.4.2.2,R1-2408467,
RP-240826,38.769,
9.4.1.2,R1-2406404,
9.5.2,R1-2402049,
8.2,R1-2403170,
9.1.2,R1-2406354,
,R2-2403996,
9.6.3,R1-2405471,
9.5.2,R1-2405363,
9.3.1.5,R1-2409774,Entire document
9.5.2,R1-2405370,
38.213 CR 0653,R1-2405763,1-13
9.10.1,R1-2404606,
9.5.1,R1-2401673,
9.7.1,R1-2400898,
9.1.4.2,R1-2408031,
9.11.3,R1-2406231,Entire document
9.4.1.1,R1-2405910,
8.1,R1-2401527,Entire document
9.1.3.2,R1-2404585,
9.1.3.3,R1-2401435,Entire Document
9.4.1.2,R1-2409391,1-4
NR_MIMO_evo_DL_UL-Core,R1-2410882,1-3
9.6.3,R1-2408681,
8.1,R1-2409051,Entire document
9.1.1,R1-2408365,
9.3.3,R1-2403906,
9.1.4.1,R1-2403587,
8.3,R1-2401636,
8.12.5,R1-2400085,
8.1,R1-2407193,Sections 1-7
9.7.1,R1-2409523,
9.8.2,R1-2406199,Entire document
9.5.3,R1-2402050,Entire document
9.4.1.2,R1-2402947,
9.2.3,R1-2404884,
9.4.2.4,R1-2404960,
5,R1-2410463,1-74/262
8.12.6,R1-2401000,
9.2.3,R1-2401114,2-9
9.2.2,R1-2405943,
NR_unlic-Core,R1-2402419,
9.7.2,R1-2404924,
NR_Pos_enh2-Core,R1-2407379,
,R1-2407387,
9.5.1,R1-2408791,1-5
8.2,R1-2409131,
7.1,R1-2400286,
9.5.2,R1-2408343,entire document
9.1.3.3,R1-2401573,
9.6.2,R1-2408918,
9.3.1,R1-2407218,Entire document
NR_NTN_enh-Core,R1-2403693,
9.1.3,R1-2408688,1-5
9.1.3.1,R1-2406016,
9.5.3,R1-2402285,
9.8.2,R1-2402614,Entire document
8.5.1,R1-2403700,
9.1.3,R1-2410020,
9.7,R1-2404630,
9.1.4.1,R1-2408213,
RAN5-233768,R2-2313618,
9.6.1,R1-2404465,Entire document
9.1.3.1,R1-2404547,
9.8.2,R1-2409821,
9.5.2,R1-2400668,
9.4.2.3,R1-2410094,
5,R1-2405286,
7.1,R1-2401369,
9.3.1,R1-2402878,
5.1,R1-2406328,
9.5.2,R1-2405247,
9.5.2,R1-2403305,
9.6.2,R1-2410445,
5,R1-2403632,
5,R1-2403322,1-4
8.3,R1-2403477,1-26
9.7.2,R1-2410659,
9.1.3.2,R1-2401563,
9.7.2,R1-2409394,
9.2.1,R1-2408223,1-5
9.3.2,R1-2405908,Entire document
8.1,R1-2405398,
9.5.2,R1-2401021,
9.7.1,R1-2408861,
NR_Mob_Ph4-Core,R1-2409282,
9.3.2,R1-2409938,
9.1.3.3,R1-2404756,Entire document
9.4.2.4,R1-2403122,
9.5.1,R1-2406690,
9.3.2,R1-2400326,1-16
9.4.1.1,R1-2409390,
9.8.2,R1-2402257,
8.4,R1-2403289,
5.1.4,R1-2401818,
NR_MIMO_evo_DL_UL-Core,R1-2406984,
9.6.2,R1-2406413,
9.11.3,R1-2408554,
9.2.1,R1-2410346,Entire document
9.4.1.1,R19 A-IoT,
9.2.3,R1-2404241,
9.1.3.1,R1-2407578,
9.6.1,R1-2402475,Entire Document
9.5.2,R1-2410292,
9.4.2.1,R1-2405852,
9.8.1,R1-2402129,
9.4.1.2,R1-2400610,
5,R1-2409911,Entire document
9.4.1.2,R1-2408939,Entire Document
9.1.4.2,R1-2407941,
9.1.2.2,R1-2401920,Clause 9.1.2.2
9.11.1,R1-2406052,
9.2.4,R1-2402499,
9.6.1,R1-2403453,
9.3.3,R1-2402597,
8.4,R1-2401185,
9.3.1,R1-2400269,
Positioning MAC Agreements,R1-2402698,
8.1.5,38.214 CR (Rel-18),
9.10.1,R1-2401129,2/12 -
9.4.2.2,R1-2410391,1-12
9.7.1,R1-2406075,
7,R1-2410686,
9.1.2,R1-2406206,
9.7.1,R1-2407916,
9.1.2,R1-2404526,
9.10.1,R1-2408715,
9.4.2.4,R1-2405006,
7,R1-2407441,
9.2.1,R1-2409888,Entire document
7,R1-2409264,
9.1.3.1,R1-2401585,
5.2.5,R1-2402988,1-3
9.4.1.2,R1-2407969,
9.5.2,R1-2406759,Entire document
7,R1-2410683,Full Document
9.4.2.1,R1-2405441,Sections 2-5
9.3.1,R1-2409508,Full document
9.4.2.3,R1-2409734,
9.2.1,R1-2402496,
8.1,R1-2406630,Entire document
NR_FeMIMO-Core,R1-2409332,
8.1,R1-2406036,
9.2.2,R1-2403056,
9.4.2.1,R1-2401567,
9.9.1,R1-2407777,1-17
9.5.2,R1-2402931,
8.6,R1-2400458,3/3
9.1.1,R1-2401153,
9.2.1,R1-2404657,
9.1.4,R1-2410623,Clause 9.1.4
9.1.3.1,R1-2406828,
9.11.3,R1-2404473,
9.5.3,R1-2408134,
9.2.2,R1-2403884,Entire document
8.1,R1-2400000,Entire Document
9.4.2.1,R1-2410001,
NR_SL_enh2-Core,R1-2406216,
,R1-2404157,1-5
9.4.2.2,R1-2400563,
9.5.1,R1-2402149,
8.1,R1-2410743,
9.2.2,R1-2409017,
8.5.2,R1-2402646,
9.3.2,R1-2410412,1-5
9.1.3.2,R1-2406495,
9.1.1,R1-2406586,
9.6.1,R1-2400590,Entire document
9.8.1,R1-2403631,
9.4.2.1,R1-2409976,
7,R1-2403217,1-4
9.2.1,R1-2404813,
9.2.3,R1-2400398,
9.6.3,R1-2402742,
9.1.3.3,R1-2401138,
9.2.1,R1-2405887,
7.2,R1-2401866,1-39
5,R1-2402297,
9.1.3.2,R1-2404275,
9.6.1,R1-2408968,Entire document
9.11.1,R1-2401470,
8,CR-Form-v12.1,
9.1.2,R1-2401825,
7.2,R1-2400143,
,CR-XXXXXX,
9.2.2,R1-2405488,
9.1.3.2,R1-2404571,
9.2.3,R1-2404920,Entire document
9.2.3,R1-2402634,1-5
9.6.3,R1-2408478,
NR_pos_enh2-Core,R1-2407376,1-2
9.3.3,R1-2406931,2/4
9.5.1,R1-2405126,Entire document
9.1.2,R1-2405951,
9.4.2.1,R1-2401350,
9.11.3,R1-2406204,1-14
5,R1-2408398,
9.4.2.2,R1-2406406,
6,R1-2409340,
5,R1-2403990,entire document
NR_NTN_enh-Core,R1-2409141,
9.5.3,R1-2404691,
Obj.1,R1-2409548,
9.2.3,R1-2403189,1-13
9.6.3,R1-2408282,1-12
9.3.1,R1-2407965,Entire document
9.5.3,R1-2403026,
9.3.3,R1-2403894,Entire document
9.4.2.1,R1-2401308,
NR_feMIMO-Core,R1-2401864,
9.5.1,R1-2406226,1-10
8.12.3,R1-2400585,
9.3.1,R1-2408782,1-12
9.8.2,R1-2402602,
NR_AIML_air,R1-2408005,
9.5.1,R1-2409108,
9.2.2,R1-2404450,1-7
9.7.2,R1-2402341,
9.1.3.1,R1-2402318,
9.11,R1-2409340,
NR_SL_enh2-Core,R1-2410857,11-12
9.7.2,R1-2401495,
9.1.1,R1-2408158,
9.6.2,R1-2401318,
8.1,R1-2409098,
9.6.1,R1-240xxxx,Full Document
9.11.1,R1-2404201,
9.5.3,R1-2405630,
9.4.1.2,R1-2405801,
9.1.1,R1-2406395,Entire document
IoT_NTN_Ph3-Core,R1-2407546,
9.11.1,R1-2402078,Entire document
8.1,R1-2407231,Entire document
9.11.3,R1-2410640,
9.4.2.3,R1-2403956,
9.11.1,R1-2409978,
,R1-2407376,
9.6.2,R1-2408477,Entire document
,38.214 CR DRAFT rev,
9.1.3.3,R1-2403977,1-12
N/A,R1-2402224,1-3
9.3.2,R1-2403265,1-27
9.2.2,R1-2408779,1-9
9.3.3,R1-2404049,Full document
9.11.3,R1-2406757,
9.4.2.3,R1-2406012,entire document
9.8.2,R1-2406008,
9.2.2,R1-2402064,
9.6.1,R1-2408253,
UL_Tx_Switching_Rel18,R1-2401387,
9.4.1.1,R1-2400329,
21,R1-2404380,
9.2.4,R1-2404614,
9.4.2.2,R1-2409244,Full Document
8.12.1,R1-2400714,Entire document
9.2.4,R1-2403190,Entire Document
9.11.2,R1-2406808,
8.2,R1-2400638,
9.12.1,R1-2408872,
9.1.3,R1-2408436,
9,R1-2400950,
9.6.1,R1-2403203,
7.7,R1-2404365,Entire document
9.3.3,R1-2406686,1-16
9.1.1,R1-2406593,
NR_MBS-Core,R1-2406112,
8.1,R1-2405455,
9.12.1,R1-2409163,
9.6.1,R1-2409476,
9.4.1.1,R1-2400113,Entire Document
9.2.1,R1-2405187,
9.5.3,R1-2405892,entire document
9.8.1,R1-2403441,
9.5.3,R1-2410211,Entire document
9.3.2,R1-2410674,
9.12.1,R1-2408364,
9.11.4,R1-2408581,
9.2.4,R1-2400941,
9.5.2,R1-2408582,
8,R1-2409341,
9.1.3.3,R1-2406830,
9.1.2,R1-2401887,Full document
5.2.2.5.1,R1-2405065,Clause 5.2.2.5.1
9.1.4.2,R1-2409753,Entire document
9.1.3.2,R1-2402147,
9.11.3,R1-2404392,
9.3.1,R19 Duplex,
8.10,R1-2401538,Entire Document
6,R1-2407585,
9.2.4,R1-2400730,
Unknown,R1-2405101,Entire document
9.2,R1-2406648,
9.1.4.2,R1-2410776,
9.1.3,R1-2410468,
9.9.1,R1-2406486,
9.3.1,RAN1#119-SCHEDULE,Monday AM Session
9.5.1,R1-2400097,
,R1-2404088,
9.5.2,R1-2408573,1-5
9.1.1,R1-2400683,
9.1.1,R1-2404525,
9.11.4,R1-2400752,Page 1
9.6.2,R1-2404187,1-15
9.1.2,R1-2401545,
9.11.3,R1-2403721,
9.11.2,R1-2405741,Entire document
9.6.1,R1-2405655,1-24
9.8.2,R1-2410099,
Agenda 1,R1-2401707,N/A
8.1,R1-2407659,1-6
9.5.3,R1-2402830,
9.6.3,R1-2405921,
9.6.1,R1-2400863,Entire document
9.5.2,R1-2409545,
9.6.2,R1-2408795,
8.5.2,R1-2402592,
9.2.2,R1-2409432,
9.11.1,R1-2401130,
5,R1-2407682,1
8.2.1,R1-2405412,
9.2.2,R1-2402322,Entire Document
,R1-2408204,
9.12.1,R1-2409532,Entire document
9.5.2,R1-2406733,
9.1.2,RAN1#119 Offline Session Schedule,
9.6.1,R1-2402251,
9.1.4.1,R1-2406348,
9.2.2,R1-2407679,
,R4-2414114,
5,R1-2405279,Entire Document
9.2.3,R1-2402768,
FS_AmbientIoT,R1-2408064,
9.3.3,R1-2407353,Full document
8.1,R1-2405401,
5,R1-2404985,
9.1.3.3,R1-2406590,Entire document
7,R1-2405596,Full document
9.5.3,R1-2406807,
9.2.4,R1-2401115,
8.1,R1-2405846,Entire document
9.4.2.3,R1-2400201,
5,R1-2404700,
9.4.2.1,R1-2408730,
9.4.2.2,R1-2408702,1-5
9.11.2,R1-2405091,
9.2.3,R1-2402081,
9.5.3,R1-2400121,
9.3.1,R1-2401440,1-13
9.10.1,R1-2402119,
IoT_NTN_enh,R1-2402312,Entire document
9.4.1.1,R1-2409940,
9.5.2,R1-2405917,
9.4.2.4,R1-2403559,1-29
9.5.1,R1-2407866,
9.1.2,R1-2409845,
9.4.2.1,R1-2409864,1/11
12,R1-2406332,
9.6.3,R1-2402978,
9.11.5,RAN1#119,
9.1.3.3,R1-2407302,Entire document
NR_Mob_enh2-Core,R1-2408614,1-3
9.5.1,R1-2404560,
7,R1-2406822,
9.4.2.3,R1-2408649,Entire document
9.11.2,R1-2408728,
9.11.1,R1-2400355,
9.4.2.4,R1-2410580,
9.7.2,R1-2410126,
9.5.2,R1-2404758,
9.7.1,R1-2406009,Entire document
Rel-18 UE features,R1-2403705,1-2
9.11.4,R1-2400605,
5.1.5,R1-2404929,Section 5.1.5
NR_MC_enh-Core,R1-2401888,Entire document
9.4.1.2,R1-2404555,
5,R1-2403343,1-3
8.1,R1-2410793,
9.1.4.2,R1-2408292,1-12
9.6.2,R1-247715,Entire Document
9.3.3,R1-2405986,Entire document
9.4.1.2,R1-2403887,
9.10.1,R1-2407155,
CR-0649,R1-2410853,Entire document
9.3.2,R1-2407068,1-6
9.11.1,R1-2409037,
9.11.5,R1-2408273,1-5
9.8.2,R1-2407875,
9.8,R1-2405646,
9.1.1,R1-2409499,
9.8.2,R1-2408389,Entire document
9.4.2.2,R1-2404180,Entire document
NR_pos_enh2-Core,R1-2403577,
9.2.4,R1-2402794,
NR_Mob_enh2,R1-2402785,
9.4.2.2,R1-2403120,
9.3.3,R1-2406570,
9.7.2,R1-2410525,1-7
Not Specified,R1-2405790,
9.6.3,R1-2402116,Entire document
5,R1-2409657,entire document
9.5.3,R1-2410396,
9.7,R1-2401935,
8.1,R1-2405948,
9.4.2.1,R1-2401034,Entire document
9.3.2,R1-2400270,
9.7.2,R1-2400342,
21,R1-2406994,
9.11.3,R1-2406005,
9.5.2,R1-2407217,Entire Document
9.10.1,R1-2405929,entire document
9.3.2,R1-2402381,
9.3.1,RAN1#118bis Schedule,"Monday 08:30 ~ 10:30, Friday 17:00 ~ 19:30"
9.1.3.2,R1-240xxxx,
NR_redcap-Core,R1-2405764,Clause 17.1
9.2.4,R1-2400197,
9.11.2,R1-2403633,entire document
9.3.1,R1-2404497,entire document
9.1.2,R1-2402367,entire document
9.4.2.1,R1-2407249,Full document
9.1.1,R1-2401267,Entire document
9.10.1,R1-2408077,
9.8.1,R1-2405362,Entire Document
9.1.4.1,R1-2409398,Entire document
9.5.1,R1-2401449,
9.4.1.2,R1-2402667,Full Document
7.2,R1-2401866,
8.1,R1-2409245,
9.1.1,R1-2408608,1-12
9.3.3,R1-2400804,
9.4.2.3,R1-2407090,
9.4.2.1,R1-2407248,
9.4.2.1,R1-2408206,
9.2.1,R1-2404106,
9.4.2.2,R1-2408536,
9.9.1,R1-2410244,1-5
9.6.2,R1-2403277,
9.4.2.3,R1-2400117,Entire document
9.4.2.2,R1-2407907,1-20
9.4.2.1,R1-2400089,Entire document
8.3,R1-2401680,Full Document
9.5.1,R1-2410441,1-4
9.5.3,R1-2407759,
9.11.3,R1-2409700,
9.4.2.3,R1-2410481,
9.11,R1-2401769,Entire Document
NR_MIMO_evo_DL_UL-Core,R1-2406158,
9.8.2,R1-2408010,
9.1.1,R1-2408630,Entire document
8.2.1,R1-2404523,
9.1.1,R1-2410359,Entire document
9.7.2,R1-2406530,1-4
9.5.3,R1-2403943,Entire document
9.3.2,R1-2403469,1-72
5.4,R1-2405621,
8.2,R1-2401092,
NR_SL_enh2-Core,R1-2408520,
8.1,R1-2405883,
9.5.1,R1-2408052,
Issue 1-6A,R4-2403494,
9.11.3,R1-2403082,Entire document
9.1.3.2,R1-2402526,1-9
9.3.2,R1-2401189,
0658,R1-2407407,
7,R1-2406327,
7,R1-2408516,
9.3.1,R1-2408112,
9.5.1,R1-2403250,
9.1.2,R1-2408903,
9.9.1,R1-2408090,
9.4.1.2,R1-2405939,
9.1.4.1,R1-2407504,
16.2.3,R1-2405393,1-5
9.11.1,R1-2401993,
NR_ENDC_RF_Ph4-Core,R4-2406718,
9.3.3,R1-2406931,
8.4,R1-2403010,
9.10.1,R1-2410741,Entire Document
,R1-2404353,
9.11.2,R1-2400603,
9.4.1.2,R1-2402384,
9.5.2,R1-2401054,
9.13,R1-2408177,Entire Document
5,R1-2409914,
NR_NTN_solutions-Core,R1-2407523,Entire document
9.3.1,R1-2403323,
NR_MIMO_evo_DL_UL-Core,R1-2408024,
9.2.1,R1-2406574,Full Document
9.5.2,R1-2409013,1-26
9.5.2,R1-2408053,
9.4.1.1,R1-2404177,1-17
9.6.1,R1-2400211,
8.12.2,R1-2401640,1-76
6.3.3.1,R1-2410123,Clause 6.3.3.1
8.1,R1-2410453,
9.11.2,R1-2402484,Page 4
,R1-2407982,
8.1,R1-2410464,
NR_MC_enh-Core,R1-2406991,
9.2,R1-2407585,Section 9.2
9.1.1,R1-2408428,
9.7.2,R1-2400961,
7,R1-2402271,
9.7.2,R1-2405249,
9.2.4,R1-2404022,Entire document
9.4.1.1,RAN1#119,
9.6.2,R1-2409861,Entire document
9.2.4,R1-2404111,1-7
NR_pos_enh2-Core,R1-2404366,
9.1.1,R1-2410466,1-74
9.3.2,R1-2406368,
8.12.1,R1-2401424,
NR_MIMO_evo_DL_UL-Core,R1-2409384,
9.5.3,R1-2407039,1-15
9.5.2,R1-2400063,
9.5.1,R1-2400065,
9.9.1,R1-2406697,
9.3.2,R1-2403469,
9.4.2.4,R1-2403559,
9.4.2.3,R1-2403396,Entire document
5,R1-2404825,
9.6.1,R1-2404579,
9.1.2,R1-240xxxx,Entire Document
8.5.2,R1-2403432,
9.11.1,R1-2407585,
9.5.1,R1-2410505,
9.3.3,R1-2408088,entire document
9.6.3,R1-2404188,
9.11.2,R1-2406230,Entire document
9.4.2.2,R1-2403447,entire document
9.1.1,R1-2402316,
9.2.4,R1-2405151,1-8
9.10.1,R1-2402593,Entire document
9.6.1,R1-2404942,
9.7.1,R1-2410338,
null,R1-2405294,
NR_NTN_enh-Core,R1-2401610,1-2
9.2.2,R1-2406261,
5,R1-2404243,
7,R1-2407537,Entire document
9.1.3.1,R1-2403234,
9.3.2,R1-2410251,Entire document
5,R1-2410143,
9.10.1,R1-2405171,1-2
9.5.2,R1-2409015,
5,R1-2400349,
9.11.4,R1-2407959,
9.3.1,R1-2402463,1-14
Obj 1,R1-2410917,
9.6.1,R1-2407714,Full Document
9.5.1,R1-2402111,
9.4.2.2,R1-2410592,
9.8.1,RAN1#118bis-Schedule,
9.8.2,R1-2407046,Entire document
9.3.2,R1-2409594,entire document
9.6.1,R1-2402976,
8.12.5,R1-2401807,
9.5.2,R1-2404463,
10.1,R1-2401181,
9.10.1,R1-2402268,Entire document
NR_SL_enh2-Core,R1-2401914,
NR_SL_enh2-Core,R1-2406337,
9.5.2,R1-2407712,
5,R1-2404660,
7.5,R1-2408009,Section 7.5
9.5.1,R1-2408248,1-3
9.1.1,R1-2400144,
7,R1-2407442,1-3
8.1,R1-2409100,
5,R1-2406148,1-14
9.3.2,R1-2405113,Entire document
9.4.2.2,R1-2410647,1-11
9.13,R1-2410246,
9.1.3.1,R1-2406619,Entire document
8.1.4,R1-2404912,
9.1.1,R1-2406920,1-2
8.2,R1-2409130,
9.11.1,R1-2404784,Entire document
8.2,R1-2402358,Entire document
9.11.2,R1-2401194,1-4
5,R1-2409869,
,R1-2408444,
9.4.1.1,R1-2409511,1-16
9.8.2,R1-2403609,1-16
NR_NTN_enh-Core,R1-2408976,
5,R1-2400454,
9.14.2,R1-2410501,3/226 -
R19 MCE,RAN1#118bis Schedule,
8.1,R1-2404092,
9.6.2,R1-2404187,
9.5.1,R1-2405856,
9.1.1,R1-2405121,Entire document
9.5.3,R1-2401728,Entire document
8.8,R1-2401589,
9.4.2.2,R1-2405273,
9.1.3.3,R1-2407305,
CR-0688,R1-2410937,Clauses 4.2-16.4
9.1.2,R1-2400145,
9.2.2,R1-2401045,
9.9.1,R1-2410187,1-61
9.3.3,R1-2403058,
9.4.2.2,R1-2407034,1-16
9.3.2,R1-2407085,
9.6.2,R1-2407870,1-16
9.4.2.4,R1-2401311,
9.1.2,R1-2400128,
9.4.1.1,R1-2405076,
9.4.2.3,R1-2400439,Entire document
FS_Ambient_IoT_solutions,R3-247923,
9.4.2.3,R1-2408789,
RAN1#115,R1-2404231,
7,RAN1#119_Schedule,
FS_AmbientIoT,R1-2406145,1-2
9.1.2,R1-2406536,
9.1.2,R1-2403930,Entire document
9.11.1,R1-2407816,entire document
9.5.2,R1-2410157,
9.2.1,R1-2408457,entire document
9.1.4.1,R1-2409854,1-10
8.1,R1-2409033,
9.11.2,R1-2405517,
8.3,R1-2402584,
9.2.1,R1-2408911,1-6
