contributor_name,doc_id,contribution_type
ZTE,R1-2404713,Moderator Summary
Apple Inc.,R1-2409815,Moderator
"NTT DOCOMO, INC.",R1-2401516,Moderator
"NTT DOCOMO, INC.",R1-2401122,Contribution
ZTE,R1-2402166,Technical Contribution
Huawei,R1-2401810,Technical contribution
vivo,R1-2402232,Simulation Analysis
Apple,R1-2406838,Technical Contribution
RAN4,R4-2403489,Source
TCL,R1-2410358,Discussion and Decision
"NTT DOCOMO, INC.",R1-2405055,Discussion and Decision
HiSilicon,R1-2400147,Contribution
Lenovo,R1-2410015,Technical Contribution
Qualcomm Incorporated,R1-2407022,Technical analysis and proposals
Ericsson,R1-2403318,"Discussion, Decision"
Thales,R1-2403739,Source
HiSilicon,R1-2400103,Discussion and Decision
National Institute of Standards and Technology (NIST),R1-2400174,Measurement Data Contribution
Nokia,R1-2402998,Discussion and Decision
Panasonic,R1-2406600,Technical Proposal
vivo,R1-2400226,Technical Proposal
Ericsson,R1-2405612,Contribution R1-2404535
OPPO,R1-2400601,Discussion and Decision
Sanechips,R1-2409541,Technical Analysis
China Telecom,R1-2409380,Technical contribution
Huawei,R1-2407678,Technical Contribution
LG Electronics,R1-2401622,Moderator Summary
vivo,R1-2402248,Discussion and Decision
FUTUREWEI,R1-2407623,Draft CR for TS 36.212
Qualcomm Incorporated,R1-2405129,Technical Contribution
Samsung,R1-2409614,Source
OPPO,R1-2404839,CR Proposal
CAICT,R1-2400899,Technical Contribution
Ericsson,R1-2401575,Moderator
Xiaomi,R1-2402646,Discussion
Huawei,R1-2405846,Source
TCL,R1-2404057,Discussion
vivo,R1-2409676,Technical analysis and proposals
"ZTE Corporation, Sanechips",R1-2410122,Draft CR
HiSilicon,R1-2403935,Technical Contribution
Ericsson,R1-2400165,Technical Contribution
LG Electronics,R1-2401251,Discussion and decision
Lenovo,R1-2406813,Discussion
Xiaomi,R1-2402643,Change Proposal
3GPP RAN1 Chairs,RAN1#118bis Schedule,Coordination
CICTCI,R1-2402363,Technical Contribution
"InterDigital, Inc.",R1-2408277,Technical Analysis
Fujitsu,R1-2406305,Technical Proposal
CMCC,R1-2400331,Discussion
Huawei,R1-2403950,Technical Analysis
CEWiT,R1-2403059,Contribution
CEWiT,R1-2410628,Technical Proposal
China Unicom,R1-2401067,Technical Proposal
Samsung,R1-2404074,Discussion and Decision
CATT,R1-2409082,Moderator Report
ZTE,R1-2404645,CR Proposal
Huawei,R1-2401397,Technical Contribution
OPPO,R1-2410853,source
Xiaomi,R1-2400574,Proposal
MediaTek Inc.,R1-2403902,Discussion
Xiaomi,R1-2404612,Technical Proposal
Panasonic,R1-2404975,Discussion
Huawei,R1-2408177,Source
Lenovo,R1-2401560,Contributor
HiSilicon,R1-2409417,Ultra low power device architectures for Ambient IoT
Sanechips,R1-2406117,CR Proposal
Hyundai Motor Company,R1-2404740,Discussion and Decision
Xiaodong,RAN1#119_Schedule,Session Coordinator
HONOR,R1-2410181,Technical Proposal
China Telecom,R1-2407734,Discussion
China Telecom,R1-2405407,Moderator Summary
Huawei,R1-2401390,Technical Proposal
Qualcomm Incorporated,R1-2403182,Discussion Document
CATT,R1-2400455,Reply LS
Huawei,R1-2408171,Technical Analysis
ZTE Corporation,R1-2404718,Change Proposal
Nokia,R1-2410742,Moderator Summary
CATT,R1-2402374,Discussion and Decision
NEC,R1-2404796,Technical Proposal
China Telecom,R1-2400664,Discussion
Nokia,R1-2405644,Change Request Proposal
Sharp,R1-2401174,Discussion and Decision
OPPO,R1-2407305,Moderator Summary
Ericsson,R1-2408736,Discussion
Fujitsu,R1-2400774,Discussion
Nokia,R1-2403710,Source to WG
OPPO,R1-2402323,Discussion and Decision
ASUSTeK,R1-2402818,Contribution
CICTCI,R1-2405527,Source to WG
HiSilicon,R1-2409420,Simulation Evaluation
Sony,R1-2406482,Technical Proposal
Panasonic,R1-2408533,Technical Contribution
Google,R1-2405959,Discussion/Decision Proposal
HiSilicon,R1-2405701,CR Source
vivo,R1-2409674,Discussion/Decision Proposal
LG Electronics,R1-2410817,Moderator
OPPO,R1-2404879,Discussion and Decision Document
ZTE,R1-2400497,Technical Analysis
ZTE,R1-2402060,Discussion and Proposal
CATT,R1-2409982,Discussion and Decision
Sanechips,R1-2409383,Source
KDDI Corporation,R1-2406966,Discussion
ZTE Corporation,R1-2406055,Technical Contribution
China Telecom,R1-2403730,Moderator Summary
ZTE Corporation,R1-2408518,CR Submission
LG Electronics,R1-2402810,Contribution
LG Electronics,R1-2406060,Technical Contribution
CMCC,R1-2409523,Technical Proposal
Ericsson,R1-2403605,Contributor
vivo,R1-2409662,Discussion and Decision
CMCC,R1-2402556,Technical Contribution
"NTT DOCOMO, INC.",R1-2410393,Source
CMCC,R1-2400326,Discussion & Decision
Samsung,R1-2410630,Source
NEC,R1-2406694,Discussion
David Gonzalez Gonzalez,R1-2405964,Technical Contact
Apple,R1-2402905,Technical Contribution
CMCC,R1-2400343,Discussion & Decision
Sharp,R1-2404971,Discussion and Decision
MediaTek Inc.,R1-2408710,Discussion
Nokia Shanghai Bell,R1-2400839,Source
Unknown Contributor,CR-38.214-Clarification,Change Request
Nokia,R1-2403313,Discussion and Decision
Fujitsu,R1-2406519,Discussion
CMCC,R1-2409509,Discussion & Decision
Fujitsu,R1-2404804,Technical Analysis
"InterDigital, Inc.",R1-2406108,Technical Contribution
Nokia,R1-2405661,Source
ZTE,R1-2409212,Moderator Summary
TCL,R1-2409361,Discussion/Decision Proposal
TCL,R1-2410204,Technical Contribution
"Huawei, HiSilicon",R1-2410598,CR Proposal
Ericsson,R1-2409150,Moderator Summary
CATT,R1-2403045,Technical Analysis
ZTE,R1-2404259,CR Proposal
OPPO,R1-2404853,Discussion and Proposal
CATT,R1-2409930,Source
Sanechips,R1-2406116,Change Request Proposal
"NTT DOCOMO, INC.",R1-2406931,Discussion and Decision
HiSilicon,R1-2405315,CR Proposal
LG Electronics,R1-2404893,Discussion and decision
Apple Inc.,R1-2408456,Proposals for model management framework
Ericsson,R1-2403562,Moderator
HiSilicon,R1-2409431,Discussion and Decision
Nokia,R1-2410740,Discussion input
Qualcomm Incorporated,R1-2407010,Discussion/Decision
"NTT DOCOMO, INC.",R1-2401517,Moderator Summary
Qualcomm Incorporated,R1-2407030,Discussion/Decision
ZTE,R1-2404232,CR Proposal
Tejas Networks Ltd.,R1-2407760,Technical Analysis
Fraunhofer HHI,R1-2408395,Contribution
HiSilicon,R1-2401379,Technical Proposal
Futurewei,R1-2400098,Discussion
OPPO,R1-2400590,Technical analysis and proposals
Moderator(Fujitsu),R1-2405674,CR Proposal
ZTE Corporation,R1-2400263,Technical Contribution
ZTE Corporation,R1-2409385,Technical Analysis
Futurewei,R1-2403860,Source
Samsung,R1-2408625,CR Proposal
Qualcomm,R1-2405432,Source
CATT,R1-2406329,Source to WG
3GPP Standards Body,Unknown,Technical Specification Development
OPPO,R1-2406249,Contribution
CATT,R1-2404398,Discussion and Decision
CICTCI,R1-2404366,Source
Nokia,R1-2403074,Change Request
Nokia Shanghai Bell,R1-2400646,Co-source
Samsung,R1-2403850,Technical Perspective
ZTE Corporation,R1-2410454,Change Request
ZTE,R1-2404640,Technical Contribution
MediaTek Inc.,R1-2407105,Technical Proposal
CATT,R1-2403743,Moderator
Transsion Holdings,R1-2400211,Discussion & Decision
Panasonic,R1-2402543,Discussion/Decision
TCL,R1-2400513,Discussion and Decision
Lenovo,R1-2409164,Moderator
HiSilicon,R1-2405843,Technical Analysis
ITRI,R1-2401189,Discussion
ETRI,R1-2404784,Discussion/Decision
Google,R1-2407986,Technical Contribution
Apple,R1-2409081,Moderator Summary
Ericsson,R1-2407363,Source
Fraunhofer HHI,R1-2405211,Source
Apple Inc.,R1-2401872,Moderator
Thales,R1-2401845,Moderator
OPPO,R1-2406239,Contribution
Huawei,R1-2403926,Technical Contribution
Google,R1-2410156,Contribution
Futurewei,R1-2405811,Contribution
Lenovo,R1-2407545,Moderator
Unknown,CR-Form-v12.1,CR Author
BUPT,R1-2408095,Source
vivo,R1-2406199,Discussion and Decision
CATT,R1-2404416,Technical Proposal
NEC,R1-2400462,Proposals for TS 38.213 updates
ASUSTeK,R1-2402819,Technical Proposal
CATT,R1-2409300,Draft Liaison Statement
Ericsson,R1-2405106,Technical Analysis
Apple Inc.,R1-2403409,Technical Contribution
Huawei,R1-2401586,Technical Contribution
Ericsson,R1-2410536,Contribution
CATT,R1-2408027,Discussion and Decision
OPPO,R1-2408152,Draft reply LS
Ericsson,R1-2410562,Technical Contribution
vivo,R1-2403448,Moderator Summary
Huawei,R1-2403673,Moderator
"NTT DOCOMO, INC.",R1-2403260,Discussion/Decision
MediaTek Inc.,R1-2408705,Discussion and Decision
Sanechips,R1-2407375,Commenter
OPPO,R1-2402292,Discussion and Decision
Fraunhofer IIS,R1-2408395,Contribution
ZTE Corporation,R1-2406409,Technical analysis and proposals
Ericsson,R1-2403271,Technical Proposal
ZTE Corporation,R1-2402704,Technical Analysis
Sony,R1-2406478,Contribution
ZTE Corporation,R1-2407548,Technical Contribution
CMCC,R1-2404448,Discussion Document
"NTT DOCOMO, INC.",R1-2408784,Source
OPPO,R1-2408166,Technical Proposal
MediaTek Inc.,R1-2406780,Technical Proposal
Ericsson,CR-Form-v12.2 DRAFT CHANGE REQUEST 2,Technical Contribution
AT&T Labs,R1-2405566,Co-Editor
LG Electronics,R1-2410818,Moderator
ZTE Corporation,R1-2408075,Contribution
CMCC,R1-2409503,Discussion Lead
"Huawei, HiSilicon",R1-2405854,Contribution
HiSilicon,R1-2402010,Contribution
Samsung,R1-2400782,Moderator
RAN WG4,R4-2321535,Meeting Agreement
Lenovo,R1-2404940,Discussion
Sharp,R1-2408331,Technical Proposal
vivo,R1-2406180,Discussion and Decision
Lenovo,R1-2409732,Technical Proposal
Huawei,R1-240XXXX,Moderator
ZTE,R1-2400290,CR Source
Huawei,R1-2407657,Source
"NTT DOCOMO, INC.",R1-2401098,Technical Contribution
Sanechips,R1-2400497,System Design
Qualcomm,R1-2401697,Moderation
Samsung,R1-2408651,Source
Samsung,R1-2409276,Source
Ericsson,R1-2408589,Contribution
ZTE Corporation,R1-2408520,CR Proposal
Spreadtrum Communications,R1-2400063,Contribution
Spreadtrum Communications,R1-2404017,Discussion and decision
China Broadnet,R1-2406338,Technical Contribution
Samsung,R1-2403568,Moderator
Nokia,R1-2406423,Discussion and Decision
vivo,R1-2400262,Discussion and Proposals
MediaTek Inc.,R1-2405816,Discussion and Decision
Qualcomm,R1-2407300,Moderator Summary
MediaTek Inc.,R1-2405815,Technical proposal
3GPP RAN1 Chairmen,RAN1#118bis_Schedule,Session Management
vivo,R1-2409697,Technical Proposal
Honor,R1-2408234,Discussion and Decision
Ericsson,R1-2401973,Contribution
OPPO,R1-2406223,Discussion and Decision
Lenovo,R1-2402499,Technical proposal
ZTE,R1-2401594,Moderator
Lenovo,R1-2401263,Source
"InterDigital, Inc.",R1-2402694,Discussion
CATT,R1-2407366,Moderator Summary
NTPU,R1-2401473,Discussion and Decision
Google Inc.,R1-2406963,Discussion and Decision
Qualcomm Incorporated,R1-2408866,Discussion and Decision
Ericsson,04752,CR Proposal
OPPO,R1-2410088,Discussion and Decision
Ericsson,R1-2407174,Source
HiSilicon,R1-2409402,Technical Analysis
Sony,R1-2410235,Discussion/Decision
Sharp,R1-2404964,Discussion and Decision
AT&T,R1-2410337,Moderator Summary
MediaTek,R1-2401543,Moderator Summary
Samsung,R1-2402491,Discussion and Decision
Apple,R1-2404305,Technical Proposal
Intel Corporation,R1-2402137,Technical Analysis
RAN WG1,CR-Form-v12.3,Change Request
IDC,R1-2409621,Feature Lead
Lenovo,R1-2402584,Technical discussion
"NTT DOCOMO, INC.",R1-2301712,Moderator
"InterDigital, Inc.",R1-2409462,Technical Proposal
"NTT DOCOMO, INC.",R1-2410376,Technical Proposal
CAICT,R1-2403160,Source
ZTE,R1-2407375,Commenter
Sanechips,R1-2406403,Contribution
"Huawei, HiSilicon",R1-2405533,Moderator
LG Electronics,R1-2403509,Moderator
OPPO,R1-2406260,Discussion
Sharp,R1-2408528,Contribution
CATT,R1-2405651,Source
Spreadtrum Communications,R1-2407692,Discussion/Decision Proposal
Fraunhofer HHI,R1-2404316,System Evaluation
Nokia,R1-2401721,Moderator
Huawei,R1-2401404,TR editor
Apple Inc.,R1-2406831,Source
MediaTek Inc.,R1-2410245,Discussion and Decision
CICTCI,R1-2406335,Technical Proposal
China Mobile Communications Corporation,R1-2402575,Discussion & Decision
Huawei,R1-2409276,Source
"NTT DOCOMO, INC.",R1-2401097,Discussion and Decision
Intel Corporation,R1-2407472,CR submissions
Qualcomm,R1-2401835,Source
ZTE,R1-2404257,Change Request
Huawei,R1-2405758,Change Proposal
Ericsson,R1-2410797,Contributor
Nokia Shanghai Bell,R1-2409849,Discussion and Decision
MediaTek Inc.,R1-2410537,Technical Contribution
China Unicom,R1-2407072,Discussion and Decision
Spreadtrum Communications,R1-2407705,Technical Contribution
Ericsson,R1-2407296,Technical Analysis
Xiaomi,R1-240XXXX,Email discussion lead
Qualcomm Incorporated,R1-2403208,Source
Lenovo,R1-2405221,CR Submission
Google,R1-2407415,Source
ETRI,R1-2404780,Source
Xiaomi,R1-2402644,Change Request
NEC,R1-2400464,Technical Proposal
HiSilicon,R1-2409141,Source
Apple,R1-2404309,Discussion/Decision
Nokia,R1-2405543,Moderator
"NTT DOCOMO, INC.",R1-2401095,Source
Spreadtrum Communications,R1-2402111,Technical Proposal
ZTE,R1-2401635,Technical Proposal
UNISOC,R1-2409642,Technical Proposal
"NTT DOCOMO, INC.",R1-2406923,Source
CATT,R1-2401816,Contributor
Nokia Shanghai Bell,R1-2400964,Source
RAN1,R1-2409656,Technical Response
vivo,R1-2402210,Change Request
LG Electronics,R1-2401325,Discussion and decision
ZTE,R1-2400483,Technical Analysis
LG Electronics,R1-2408089,Source
vivo,R1-2402257,Source
Apple Inc.,R1-2408457,Discussion and Decision
CATT,R1-2405644,Change Request Proposal
vivo,R1-2402239,Discussion/Proposals
Huawei,R1-2400123,Contribution
Ericsson,R1-2407177,"Discussion, Decision"
Intel Corporation,R1-2400379,Source
NTT DOCOMO,R1-2401698,Moderator Summary
"InterDigital, Inc.",R1-2406457,Discussion and Decision
China Telecom,R1-2401761,Technical Contribution
Nokia,R1-2405715,Contributor
vivo,R1-2405369,CR R1-2404152 on SL CSI request
Transsion Holdings,R1-2408120,Discussion and proposal
Lenovo,R1-2407227,Moderator
Lenovo,R1-2408967,Discussion
"NTT DOCOMO, INC",R1-2405021,CR Proposal
Huawei,R1-2400138,Source
CATT,R1-2403420,Moderator
"Huawei, HiSilicon",R1-2403927,Discussion and Decision
Samsung,R1-2402417,Technical Contribution
HiSilicon,R1-2407684,Technical Contribution
Huawei,R1-2400133,Discussion
Nokia,R1-2401365,Proposal submission
Nokia,R1-2400794,Source
OPPO,R1-2400603,Discussion and Decision
Qualcomm Incorporated,R1-2405169,Submission
NICT,R1-2401080,Source
MediaTek. INC,R1-2409194,Source (Moderator)
NVIDIA,R1-2402852,Technical Contribution
ETRI,R1-2403027,Discussion
Nokia,R1-2400947,Discussion and Decision
Sony,R1-2408416,Technical Proposal
ZTE,R1-2407384,Moderator summary
Futurewei,R1-2407621,Technical Proposal
Spreadtrum,R1-2409642,Technical Proposal
China Mobile,R1-2407455,Liaison Statement Reply
CATT,R1-2406342,CR Proposal
HiSilicon,R1-2402023,Source
Apple Inc.,R1-2406856,Discussion/Decision
ZTE,R1-2401566,Moderator Summary
Ericsson,R1-2407547,Moderator
Ericsson,R1-2408905,Change Request
Nokia,R1-2410749,Technical Feedback
Sanechips,R1-2406677,CR Proposal
Apple Inc.,R1-2408451,Source
CMCC,R1-2409256,Moderator Summary
Thales,R1-2403754,Moderator
Huawei,R1-2409184,Moderator
CICTCI,R1-2402367,Source
"InterDigital, Inc.",R1-2408437,Discussion and Decision
Qualcomm,R1-2403562,Text Proposal 1.5
Qualcomm Incorporated,R1-2403196,Technical Proposal
Huawei,R1-2403797,Change Request Proposal
Huawei,R1-2403350,Technical Proposal
CATT,R1-2407440,Moderator
IIT Kanpur,R1-2407065,Technical Contribution
Lenovo,R1-2406757,Discussion
Keysight Technologies,R1-2408270,Contribution
Qualcomm,R1-2405140,Change Request
Qualcomm Inc.,R1-2407008,Author
ZTE,R1-2405651,Source
Panasonic,R1-2404477,Discussion
OPPO,R1-2406252,Contribution
NTT DOCOMO INC,R1-2407336,Contributor
Sanechips,R1-2406408,System Implementation
CMCC,R1-2407456,Moderator's Summary
HiSilicon,R1-2405857,Contribution
OPPO,R1-2408168,Discussion and Decision
Apple Inc.,R1-2409794,Technical Contribution
LG Electronics,R1-2406601,Discussion and decision
IIT Madras,R1-2403395,Technical Contribution
TCL,R1-2406105,Discussion and Decision
vivo,R1-2406154,CR Proposal
Samsung,R1-2409209,Technical Input
Apple,R1-2401012,Contribution
ZTE Corporation,R1-2406129,Discussion
OPPO,R1-2407476,Moderator
Apple Inc.,R1-2409790,Discussion/Decision
Sharp,R1-2405895,Source
ZTE Corporation,R1-2407930,Proposal for TP in 38.214
CEWiT,R1-2408925,Technical Proposal
Huawei,R1-2401673,Contribution
NEC,R1-2405537,Source
Huawei,R1-2405326,Technical Analysis
CATT,R1-2402377,Source
Qualcomm Incorporated,R1-2407046,Technical Contribution
Nokia,R1-2407372,Commenter
Huawei,R1-2408178,Technical Correction
"NTT DOCOMO, INC.",R1-2405053,Discussion and Decision
HiSilicon,R1-2403959,Source
China Mobile,R4-2416920,Response Document
Ericsson,R1-2407408,Moderator
CATT,R1-2404355,Liaison Statement
Thales,R1-2409440,Discussion and decision
HiSilicon,R1-2409092,Source
NEC,R1-2408373,Technical Proposal
LG Electronics,R1-2402633,Technical Proposal
CATT,R1-2400411,Technical Proposal
BT,R1-2409075,Source
OPPO,R1-2410089,Discussion and Decision
LG Electronics,R1-2406604,Discussion and decision
"Huawei, HiSilicon",R1-2405860,CR Submission
Huawei/HiSilicon,R1-2406045,Contributor
Apple,R1-2405705,Source to WG
Huawei,R1-2401527,Text Proposal
CATT,R1-2404415,Contribution
LG Electronics,R1-2410284,Discussion and proposal
RAN1,R1-2407534,Liaison Statement
Nokia,R1-2405740,Moderator
Spreadtrum Communications,R1-2400060,Technical Proposal
Sharp,R1-2407003,Discussion and Decision
vivo,R1-2406185,Source
MediaTek Inc.,R1-2406759,Technical Proposal
Transsion Holdings,R1-2408121,Discussion & Decision
Ericsson,R1-2402614,Contribution
LG Electronics,R1-2400791,Discussion
LG Electronics,R1-2409837,Source
Nokia,R1-2406790,Change Request
"Huawei, HiSilicon",R1-2410610,Technical Proposal
"Nokia, Nokia Shanghai Bell",R1-2406427,Discussion/Decision Proposal
vivo,R1-2407858,Contribution
OPPO,R1-2404830,Source
MediaTek Inc.,R1-2404764,Discussion
Nokia,R1-2400361,Discussion/Decision
Tejas Networks Ltd,R1-2403896,Source
Fujitsu,R1-2408107,Discussion and Decision
TCL,R1-2407631,Discussion
"NTT DOCOMO, INC.",R1-2406922,Source
Samsung,R1-2401660,CR Co-Submission
Yizhi Yao,R1-2407601,Contact Person
CATT,R1-2407550,Moderator
Sony,R1-2402962,Technical Contribution
CEWiT,R1-24XXX,Discussion Document
CICTCI,R1-2400449,Proposal
Ericsson,38.214 CR 0524,Technical Contribution
Google,R1-2401256,Discussion
Huawei,R1-2409153,Technical Input
Huawei,R1-2405692,Ad-Hoc Chair
CMCC,R1-2401817,Moderator
Huawei,R1-2401885,Change Request Proposal
Intel Corporation,R1-2408283,Discussion
CATT,R1-2401990,Source
Sanechips,R1-2402187,Discussion
TCL,R1-2410040,Discussion/Decision
LG Electronics,R1-2406418,Discussion and Proposal
Xiaomi,R1-2407964,Discussion
Nokia,R1-2409989,Discussion and Decision
ZTE,R1-2401693,Moderator
NEC,R1-2402754,Technical Contribution
Huawei,R1-2410705,Technical Proposal
