meeting_id,venue,wg,topic
RAN WG1 #119,"Orlando, USA",RAN WG1,CLI handling in NR duplex operation
3GPP TSG-RAN WG1 Meeting #116-bis,"Changsha, Hunan Province, China",RAN WG1,NR Positioning Enhancements
TSG-RAN2#125-bis,"Changsha, China",RAN WG2,Radio Interface Architecture
RAN WG1 #116-bis,"Changsha, Hunan Province, China",RAN WG1,NR duplex operation enhancements
3GPP TSG RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Correction on PSSCH sub-channel allocation
3GPP TSG RAN WG1#116,"Athens, Greece",RAN WG1,Rel-19 CSI Enhancements
TSG-SA5 Meeting #153,"Sevilla, Spain",SA5,Energy Efficiency Definitions
3GPP TSG-RAN WG1 Meeting #117,"Fukuoka, Japan",RAN WG1,AI-enabled CSI prediction
3GPP TSG-RAN WG1 Meeting #116bis,"Changsha, Hunan Province, China",RAN WG1,NR sidelink enhancements (NR_SL_enh2)
RAN WG1 #116bis,"Changsha, Hunan Province, China",RAN WG1,NR Sidelink Enhancement for Rel-18
3GPP TSG RAN WG1 #116-bis,"Changsha, Hunan Province, China",RAN WG1,A-IoT System Design
RAN WG1 #116,"Athens, Greece",RAN WG1,Maintenance on coverage enhancement for NR NTN
3GPP TSG-RAN WG1 Meeting #118bis,"Hefei, China",RAN WG1,UL MIMO Enhancements
3GPP TSG RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Type-2 field blocks in DCI 1_3/0_3 specification correction
RAN WG1 #116,"Athens, Greece",RAN WG1,AI/ML based beam management
3GPP TSG RAN WG1 Meeting #119,"Orlando, US",RAN WG1,Rel-19 Ambient IoT Standardization
3GPP TSG-RAN WG1#116bis,"Changsha, China",TSG-RAN WG1,AI 9.5.3: Adaptation of common signalling for R19 NES
RAN WG1 #118,"Maastricht, Netherlands",RAN WG1,9.11.3: NR-NTN Uplink Capacity Enhancement
RAN WG1 #118bis,"Hefei, China",RAN WG1,Enhancements for asymmetric DL sTRP/UL mTRP scenarios
3GPP TSG-RAN WG1 Meeting #116,"Athens, Greece",RAN WG1,ISAC Channel Model Deployment Scenarios
RAN WG1 Meeting #117,"Fukuoka, Japan",RAN WG1,9.6.1: Signal Design of LP-WUS and LP-SS
3GPP TSG-RAN WG1 Meeting #116,"Athens, Greece",RAN WG1,NR Sidelink Evolution Agenda Items
RAN WG1 #116bis,"Changsha, China",RAN1,AI/ML for NR Air Interface
RAN WG1 #118bis,"Hefei, China",RAN WG1,Physical layer protocol development
RAN WG1 #119,"Orlando, US",RAN WG1,5G NR Evolution Standardization
TSG RAN WG1 #119,"Orlando, US",RAN WG1,NR MIMO Phase 5 Enhancements
RAN WG1 #119,"Orlando, US",RAN WG1,Rel-19 TEI Proposals
RAN WG1 Meeting #119,"Orlando, US",RAN WG1,On-demand SIB1 Mechanisms
3GPP TSG-RAN WG1 #118,"Maastricht, Netherlands",RAN WG1,NR mobility enhancements Phase 4
3GPP TSG-RAN WG1 Meeting #116bis,"Changsha, China",RAN WG1,NR sidelink enhancements (NR_SL_enh2)
3GPP TSG RAN WG1 #118,"Maastricht, NL",RAN WG1,Study on frame structure and timing aspects for Ambient IoT
3GPP TSG RAN WG1 #118bis,"Hefei, China",RAN WG1,Rel-19 TEI Proposals
3GPP TSG RAN WG1 #116bis,"Changsha, Hunan Province, China",RAN WG1,NR Multicast HARQ-ACK Codebook Enhancements
RAN WG1 #119,"Orlando, US",RAN WG1,NR MIMO Enhancements
RAN WG1 #116-bis,"Changsha, Hunan Province, China",RAN WG1,9.1.3.2 CSI feedback enhancement
3GPP TSG RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,A-IoT waveform characteristics
RAN WG1 #116,"Athens, Greece",RAN WG1,3TX UL Codebook Support
3GPP TSG RAN WG1 #119,"Orlando, US",RAN WG1,Agenda Item 5: OCC for CB-msg3 NPUSCH
RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Channel/signal aspects for Ambient IoT
3GPP TSG RAN WG1 #118bis,"Hefei, China",RAN WG1,NR MIMO Enhancements
TSG RAN Meeting #6,,RAN,NR Positioning Enhancements
3GPP TSG-RAN WG1 Meeting #116,"Athens, Greece",TSG-RAN WG1,NR physical layer enhancements
RAN WG1 #116,"Athens, Greece",RAN WG1,9.7.2: Channel modelling for integrated sensing and communication with NR
RAN WG1 #118bis,"Hefei, China",RAN WG1,Rel-19 NES enhancements
RAN WG1 #118bis,Hefei,RAN WG1,NR Sidelink Enhancements
RAN WG1 #118bis,"Hefei, China",RAN WG1,Physical layer agenda items for NR Rel-19
RAN WG1 #116-bis,"Changsha, Hunan Province, China",RAN WG1,Rel-19 SBFD enhancements
RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,ISAC deployment scenarios
TSG RAN WG1 #118,"Hefei, China",RAN WG1,CSI-RS/SRS Spatial Relation
RAN WG1 #116,"Athens, Greece",RAN1,5G NR Physical Layer Enhancements
RAN WG1 #116bis,"Changsha, China",RAN WG1,Multi-cell scheduling enhancements
3GPP TSG RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NR NTN DL Coverage Enhancement
RAN WG1 #117,"Fukuoka, Japan",RAN1,NR Duplex Evolution
RAN WG1 #116-bis,"Changsha, Hunan Province, China",RAN WG1,UCI multiplexing on MSG3 PUSCH
RAN WG1 #117,"Fukuoka, Japan",RAN WG1,Rel-19 Network Energy Savings Enhancements
RAN WG1 #116,"Athens, Greece",RAN WG1,Evolution of NR duplex operation (SBFD)
RAN WG1 #116bis,"Changsha, Hunan Province, China",RAN WG1,SRS BW aggregation impact on other channels/signals
RAN WG1 #118,,RAN WG1,Radio Access Network Physical Layer Standardization
RAN WG1 #118,"Maastricht, NL",RAN WG1,Rel-19 NR enhancements
RAN WG1 #119,"Orlando, U.S.A",RAN WG1,3GPP TSG RAN WG1 Nov 2024 Meeting
RAN WG1 #118,"Maastricht, NL",RAN WG1,Evaluation assumption and link level simulation of A-IoT
3GPP TSG RAN WG1 #116-bis,"Changsha, Hunan Province, China",RAN WG1,SDT and RedCap procedures in NR
RAN WG1 #118,"Maastricht, Netherlands",RAN WG1,NR MIMO Phase 5 Enhancements
RAN WG1 #117,"Maastricht, Netherlands",RAN WG1,On-demand SSB SCell operation
RAN WG1 #118,"Maastricht, NL",RAN WG1,AI/ML Beam Management
RAN WG1 #116bis,"Changsha, China",RAN WG1,AI/ML for CSI prediction
RAN WG1 #116b,"Changsha, Hunan Province, China",RAN WG1,LP-WUS operation in connected modes
3GPP TSG-RAN WG1 Meeting #119,"Orlando, United States of America",RAN WG1,NTN Phase 3 and RedCap UE Enhancements
RAN WG1 #116,"Athens, Greece",RAN WG1,NR MIMO Evolution Maintenance
RAN WG1 #116-bis,"Changsha, China",RAN WG1,AI/ML for NR Air Interface
3GPP TSG RAN WG1 #116,"Athens, Greece",RAN WG1,Maintenance on Expanded and Improved NR Positioning
RAN WG1 #119,"Orlando, US",RAN WG1,Rel-19 NR enhancements
RAN WG1 #116,"Athens, Greece",RAN WG1,AI/ML Management Specifications
3GPP TSG RAN WG1 #116bis,"Changsha, Hunan Province, China, April 15th – 19th, 2024",RAN WG1,SRS power scaling in nonCodebook transmission
RAN WG1 #117,"Fukuoka, Japan",RAN WG1,Ambient IoT Evaluation Assumptions
RAN WG2 #124,"Chicago, US",RAN WG2,NTN Self-Evaluation
RAN WG1 #116,"Athens, Greece",RAN WG1,Rel-18 NR Features
,,,
TSG-RAN WG1 Meeting #116,"Athens, Greece",TSG-RAN WG1,ATG UE Features and koffset Mechanism
3GPP TSG RAN WG1 #118b,"Hefei, China",RAN WG1,Physical layer protocol development for NR and LTE
3GPP TSG-RAN WG1 Meeting #119,"Orlando, USA",RAN WG1,NR Physical Layer Specifications
RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NR Channel Modelling Enhancements
RAN WG1 #118bis,Online/Offline (3F/2F),RAN1,RAN1#118bis Session Schedule
3GPP TSG-RAN WG2 Meeting #125,"Athens, Greece",RAN WG2,Radio interface architecture
3GPP TSG RAN WG1 #119,"Orlando, US",RAN WG1,Carrier waveform details for Ambient IoT
RAN WG1 #116bis,"Changsha, China",RAN WG1,Sidelink Positioning Enhancements
TSG-RAN WG1 Meeting #118,"Maastricht, The Netherlands",RAN WG1,Rel-18 Feature Discussions
RAN WG1 #116bis,"Changsha, China",RAN WG1,3GPP TSG-RAN WG1 Meeting
RAN WG1 #118bis,"Hefei, China",RAN WG1,NR Evolution for Release 18/19
3GPP TSG-RAN WG1 #117,"Fukuoka, Japan",TSG-RAN WG1,AI/ML model and data handling
RAN WG1 #118bis,"Hefei, China",RAN WG1,On-demand SIB1 transmission for idle/inactive mode UEs
3GPP RAN WG1 #116,"Athens, Greece",RAN WG1,Physical Layer Specifications
RAN WG1 #118,"Maastricht, Netherlands",RAN WG1,NR NTN DL Coverage Enhancements
RAN WG1 #118bis,"Hefei, China",RAN WG1,SRS Power Scaling Specifications
RAN WG1 #112,"Athens, Greece",RAN WG1,Study on Ambient IoT Solutions in NR
RAN WG1 #118,"Maastricht, NL",RAN WG1,Enhancements for NR MIMO
3GPP TSG RAN WG1 Meeting #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Physical layer design for Ambient IoT
3GPP TSG RAN WG1 #117,"Fukuoka, Japan",RAN WG1,AI-based CSI Prediction Evaluation
3GPP TSG RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Physical layer procedures for 5G NR
RAN WG1 #116-bis,"Changsha, China",RAN WG1,NR MIMO Evolution for Rel-19
RAN WG1 #118bis,"Hefei, China",RAN WG1,ISAC Channel Model Deployment Scenarios
RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Rel-19 NES WI discussions
RAN WG1 #116,"Athens, Greece",RAN WG1,Frame structure and timing
RAN WG1 #116,"Athens, Greece",RAN WG1,AI/ML for NR Air Interface Enhancements
RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,A-IoT Physical Layer Design
RAN WG1 #118bis,"Hefei, China",RAN WG1,A-IoT Device Architecture
3GPP TSG RAN WG1 Meeting #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Physical layer specifications for NR
RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NR MIMO Evolution for DL/UL-Core
5GAA WG4 October 2024 Meeting,"Berlin, Germany",5GAA WG4,ISAC Automotive Use Cases
RAN WG1 #116bis,"Changsha, Hunan province, China",RAN WG1,CSI feedback enhancement for NR
3GPP TSG-RAN WG1 Meeting #116,"Athens, Greece",RAN WG1,PDCCH candidate assignment and CSS configuration
RAN WG1 #116,"Athens, Greece",RAN WG1,NR Evolution
3GPP TSG RAN WG1 #118,"Maastricht, Netherlands",RAN WG1,NR Physical Layer Enhancements
RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,3GPP Radio Access Network specifications development
RAN WG1 #119,"Orlando, US",RAN WG1,Rel-19 3-antenna-port codebook-based transmissions
3GPP TSG-RAN WG1 Meeting #119,"Orlando, US",RAN WG1,TEI (Technical Enhancement and Improvement) for CSI Acquisition
RAN WG1 #118,"Maastricht, NL",RAN WG1,AI/ML for CSI Prediction
3GPP TSG RAN WG1 #116,"Athens, Greece",RAN WG1,NR Physical Layer Enhancements for Ambient IoT
3GPP TSG RAN WG1 #117,"Fukuoka, Japan",RAN WG1,A-IoT channel/signal aspects
3GPP TSG-RAN WG1 Meeting #118,"Maastricht, Netherlands",RAN WG1,9.3.2 - SBFD Random Access Operation
TSG RAN1#116bis,"Changsha, China",RAN WG1,UAV Technical Specifications
3GPP TSG RAN WG1 #119,"Orlando, US",RAN WG1,Beam Management Enhancements
3GPP TSG RAN WG1 #116-bis,"Changsha, Hunan, China",RAN WG1,NR Sidelink Evolution
3GPP TSG-RAN WG1 Meeting #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Rel-18 NR Features
RAN WG1 #116bis,"Changsha, China",RAN WG1,UE Features for Rel-18 Work Items
RAN WG1 #116-bis,"Changsha, Hunan Province, China",RAN WG1,NR-NTN enhancements
RAN WG1 #116,"Athens, Greece",RAN WG1,Agenda Item 9.4.1.1: Ambient IoT Evaluation Assumptions
RAN WG1 #118,"Maastricht, Netherlands",RAN WG1,Deployment scenarios for integrated sensing and communication with NR
3GPP TSG RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NR-NTN Uplink Capacity Enhancement
RAN WG1 #116-bis,"Changsha, China",RAN WG1,Enhancements of network energy savings for NR
RAN WG1 #118bis,"Hefei, China",RAN WG1,NR MIMO Evolution for DL/UL and Core Specifications
RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",TSG-RAN WG1,NR-NTN Uplink Enhancements
RAN WG1 #118bis,"Hefei, China",RAN WG1,Discussion of SBFD deployment regulatory impacts
3GPP TSG RAN WG1 #116-bis,"Changsha, Hunan Province, China",RAN WG1,Physical layer specifications
RAN WG1 #118,"Maastricht, NL",RAN WG1,Physical Layer Design for Ambient IoT
3GPP TSG RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Rel-18 STxMP Enhancements
3GPP TSG RAN WG1 #118,"Maastricht, NL",RAN WG1,NR Duplex Evolution
RAN WG1 #119,"Orlando, USA",RAN WG1,IoT-NTN Uplink Capacity Enhancements
3GPP TSG-RAN WG1 Meeting #118,"Maastricht, The Netherlands",RAN WG1,9.2.2 CSI enhancements
3GPP TSG RAN WG1 #117,"Fukuoka, Japan",RAN WG1,AI/ML for Beam Management
RAN WG1 #118bis,"Hefei, Anhui, China",RAN WG1,On-demand SIB1 for idle/inactive mode UEs
RAN WG1 #116,"Athens, Greece",RAN WG1,Waveform design for Ambient IoT
RAN WG1 #116bis,"Changsha, China",RAN WG1,Ambient IoT physical layer design
RAN WG1 #116bis,"Changsha, Hunan Province, China",RAN WG1,Rel-19 A-IoT Study Item
RAN WG1 #118bis,"Hefei, CN",RAN WG1,Physical layer specifications for NR
RAN WG1 #119,"Orlando, USA",RAN WG1,NR Mobility Enhancements
RAN WG1 #119,"Orlando, US",RAN WG1,Physical layer aspects of Ambient IoT and carrier-wave provisioning
RAN WG1 #118,"Maastricht, NL",RAN WG1,Physical Layer Standardization
RAN WG1 #118,"Maastricht, NL",RAN WG1,Uplink capacity enhancement for IoT NTN
RAN WG1 #118bis,Online/Hybrid (3F/2F),RAN1,5G NR Physical Layer Enhancements
RAN WG1 #118bis,"Heifei, China",RAN WG1,5G NR Evolution
3GPP TSG RAN WG1 #116,"Athens, Greece",RAN WG1,Rel-18 NR MIMO Evolution Maintenance
RAN WG1 #119,"Orlando, USA, November 18th-22nd, 2024",RAN WG1,CarrierBandwidth configuration for <5MHz carriers
RAN WG1 #119,"Orlando, US",RAN WG1,Physical Layer Design for Ambient IoT
3GPP TSG-RAN WG1 Meeting #117,"Fukuoka, Japan",RAN WG1,NR MIMO enhancements
RAN WG1 #116-bis,"Changsha, Hunan Province, China",RAN WG1,AI/ML for CSI prediction
RAN WG1 #119,"Orlando, United States",RAN WG1,Study on solutions for Ambient IoT in NR
RAN WG1 #119,"Orlando, US",RAN WG1,Enhancements of Network Energy Savings
RAN WG1 #118,"Maastricht, NL",RAN WG1,Rel-19 Enhancements of Network Energy Savings
RAN WG1 #116-bis,"Changsha, China",RAN WG1,9.4.2.3: D2R/R2D Channel Aspects
3GPP TSG-RAN WG1 Meeting #119,"Orlando, USA",RAN WG1,Downlink Coverage Enhancements for NR NTN
3GPP TSG-RAN WG1 Meeting #117,"Fukuoka, Japan",RAN WG1,9.11.2: HD-FDD RedCap UEs in FR1-NTN
RAN WG1 #119,"Orlando, USA",RAN WG1,Channel modeling enhancements for 7-24 GHz
TSG-RAN WG1 Meeting #117,"Fukuoka, Japan",RAN WG1,Sidelink Feature Co-configuration
3GPP TSG-RAN WG1 Meeting #116-bis,"Changsha, Hunan Province, China",RAN WG1,Rel-18 Network Energy Savings
RAN WG1 #117,"Fukuoka, Japan",RAN WG1,NR Physical Layer Specifications
3GPP TSG-RAN WG1 Meeting #118-bis,"Hefei, China",RAN WG1,NR NTN Enhancements
RAN WG1 #118bis,"Hefei, China",RAN WG1,Physical layer procedures and configurations
TSG RAN WG1 Meeting #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NR XR Phase 3 Enhancements
RAN WG1 #119,"Orlando, US",RAN WG1,Physical Layer Standardization
RAN WG1 #117,"Fukuoka City, Fukuoka, JP",RAN WG1,9.7.2 Discussions on ISAC Channel Modelling
RAN WG1 #118,"Maastricht, NL",RAN WG1,Ambient IoT Physical Layer Standardization
RAN WG1 #116,"Athens, Greece",RAN WG1,Rel-18 NR MIMO Evolution
RAN WG1 #116,"Athens, Greece",RAN WG1,Physical Layer Design for Ambient IoT
RAN WG1 #116,"Athens, Greece",RAN WG1,Study on channel modelling enhancements for 7-24GHz for NR
RAN WG1 #116-bis,"Changsha, China",RAN WG1,Enhancements of network energy saving for NR
3GPP TSG RAN WG1 Meeting #117,"Fukuoka, Japan",RAN WG1,On-demand SIB1 for NES
3GPP TSG RAN WG1 #117,"Fukuoka City, Japan",RAN WG1,IoT-NTN Enhancements
RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NR Sidelink Positioning Enhancements
3GPP TSG-RAN WG1 #116,"Athens, Greece",RAN WG1,Physical layer specification development for NR
RAN WG1 #119,"Orlando, US",RAN WG1,5G NR Evolution
RAN WG1 #118b,"Hefei, China",RAN WG1,9.2.2 CSI enhancements
RAN WG1 #118,"Maastricht, Netherlands",RAN WG1,Evolution of NR Duplex Operation
3GPP TSG RAN WG1 Meeting #118,"Maastricht, The Netherlands",RAN WG1,Physical layer design for Rel-19 Ambient IoT
RAN WG1 #119,"Orlando, US",RAN WG1,LP-WUS design considerations
RAN WG1 #119,"Orlando, USA",RAN WG1,Ultra low power device architectures for Ambient IoT
RAN WG1 #116,"Athens, Greece",RAN WG1,Physical Layer Standardization
TSG RAN WG1 #116,"Athens, Greece",RAN WG1,NR XR Enhancements and PHY Layer Specifications
RAN WG1 #118,"Maastricht, NL",RAN WG1,NR Physical Layer Agenda
3GPP TSG-RAN WG1 Meeting #118b,"Hefei, China",RAN WG1,CSI reporting enhancements for multi-cell operation
RAN WG1 #116-bis,"Changsha, Hunan Province, China",RAN WG1,Physical layer protocol development for NR
3GPP TSG-RAN WG1 Meeting #119,"Orlando, US",TSG-RAN WG1,NR Layer 1 Enhancements for URLLC
RAN WG1 #118bis,"Hefei, China",RAN WG1,Beam Management Functionality Reporting
3GPP TSG-RAN WG1 Meeting #117,"Fukuoka, Japan",RAN WG1,NR Duplex Evolution
RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,AI/ML-based Beam Management
RAN WG1 #116-bis,"Changsha, Hunan Province, China",RAN WG1,NR sidelink evolution features
RAN WG1 #119,"Orlando, Florida, USA",TSG-RAN WG1,Rel-19 MIMO Enhancement
3GPP TSG RAN WG1#117,"Fukuoka, Japan",RAN WG1,NR Physical Layer Specifications
3GPP TSG RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Rel-19 IoT NTN Enhancements
3GPP TSG RAN WG1 #116,"Athens, Greece",RAN WG1,9.4.2.4 - CW waveform characteristics for A-IoT
RAN WG1 #116-bis,"Changsha, Hunan Province, China",RAN WG1,Rel-19 NR AI/ML Enhancements
3GPP TSG RAN WG1 #119,"Orlando, US",RAN WG1,Physical Layer Protocol Enhancements
RAN WG1 #116-bis,"Changsha, Hunan Province, China",RAN WG1,DL/UL physical channels/signals design for Ambient IoT
3GPP TSG WG1 #...,,RAN WG1,Sidelink Enhancements
RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Physical layer aspects of Ambient IoT
RAN WG1 #119,"Orlando, US",RAN WG1,NR Physical Layer Agenda
RAN WG1 #116-bis,"Changsha, Hunan Province, China",RAN WG1,NR Sidelink Evolution and Co-channel Coexistence
RAN WG1 #118,"Maastricht, The Netherlands",RAN WG1,Rel-19 NR MIMO Phase 5 Enhancements
TSG RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NR Mobility Enhancements
3GPP TSG RAN WG1 #118,"Maastricht, NL",RAN WG1,NR-NTN Enhancements
3GPP TSG RAN WG1 #116,"Athens, Greece",RAN WG1,Clarifying conditions for unified TCI application
TSG RAN WG1 #118,"Maastricht, NL",RAN WG1,UL synchronization mechanisms for NTN
RAN WG1 #118bis,"Hefei, China",RAN WG1,3GPP NR Specification Maintenance
RAN WG1 Meeting #118,"Maastricht, The Netherlands",RAN WG1,NR-NTN Enhancements
RAN WG1 #116bis,"Changsha, China",RAN WG1,Frame structure and timing aspects for Ambient IoT
RAN WG1 #118bis,"Hefei, China",RAN WG1,TDD UL/DL Configuration Enhancements
RAN1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,RAN1 agreements for R18 NR SL-U PHY channel design
RAN WG1 #116,"Athens, Greece",RAN WG1,Rel-19 Network Energy Saving
3GPP TSG Meeting #...,"Orlando, USA",TSG RAN,Release 17 enhancements
RAN WG1 #118bis,"Hefei, China",RAN WG1,Channel Modeling Enhancements
RAN WG1 #116bis,"Changsha, Hunan Province, China",RAN WG1,SRS Transmission Power Control
RAN WG1 #116-bis,"Changsha, Hunan Province, China",RAN WG1,Physical Layer Design for NR-based Ambient IoT
3GPP TSG RAN WG1 #116,"Athens, Greece",RAN WG1,Ambient IoT Physical Layer Design
RAN WG1 #116,"Athens, Greece",RAN WG1,NR Physical Layer Agenda
3GPP TSG RAN WG1 Meeting #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Physical Layer Design for A-IoT
RAN WG1 #118,"Maastricht, NL",RAN WG1,Uplink capacity enhancement for NR-NTN
RAN WG1 #118bis,"Hefei, China",RAN WG1,NR Evolution and Standardization
RAN WG1 #116bis,"Changsha, Hunan Province, China",RAN WG1,Adaptation of common signal/channel transmissions
RAN WG1 #119,"Orlando, US",RAN WG1,Determination of UL TX spatial filters using TCI states
RAN WG1 #118bis,"Hefei, Anhui, China",RAN WG1,AI/ML for Beam Management
RAN WG1 #117,"Fukuoka, Japan",RAN WG1,Ambient IoT Architecture Requirements
RAN WG1 #116,"Athens, Greece",RAN WG1,Maintenance on NR Network-Controlled Repeaters
RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,AI/ML model and data aspects
3GPP TSG RAN WG1#116-bis,"Changsha, Hunan Province, China",RAN WG1,Rel-19 NES Enhancements
3GPP TSG RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Physical layer procedures for NR
TSG-RAN WG4 Meeting #109,"Chicago, US",RAN WG4,Radio performance and protocol aspects
3GPP TSG-RAN WG1 Meeting #118bis,"Hefei, People’s Republic of China",TSG-RAN WG1,NR-NTN Specifications
3GPP TSG RAN WG1 Meeting #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,LP-WUS operation in IDLE and INACTIVE modes
RAN WG1 #118b,"Hefei, China",RAN WG1,NR-NTN Uplink Enhancements
3GPP TSG RAN WG1 Meeting #118,"Maastricht, NL",RAN WG1,Physical layer procedures for NR
TSG-RAN WG1 #116,"Athens, Greece",RAN1,AI/ML for air interface
RAN WG1 Meeting #119,"Orlando, USA",RAN WG1,IoT-NTN TDD Mode Standardization
3GPP TSG RAN WG1 Meeting #118,"Maastricht, NL",RAN WG1,Evolution of Duplex Operation
RAN WG1 #116,"Athens, Greece",RAN WG1,MBS Enhancements for RedCap
RAN WG1 #119,"Orlando, US",RAN WG1,NR MIMO Enhancements (Phase 5)
RAN WG1 #117,"Fukuoka City, Fukuoka, Japan",RAN WG1,LTM L1 measurements and NR_Mob_enh2-Core Work Item
3GPP TSG-RAN WG1 Meeting #118,"Maastricht, Netherlands",RAN WG1,PHY/L1 aspects of NR duplex evolution
3GPP TSG RAN WG1#116bis,"Changsha, China",RAN WG1,NR Physical Layer Enhancements
RAN WG1 #116bis,"Changsha, Hunan Province, China",RAN WG1,AI/ML for NR Air Interface
RAN WG1 #118,"Maastricht, Netherlands",RAN WG1,9.3.1 - SBFD Procedures
RAN WG1 #118bis,3F (except Breakout #2 on 2F),RAN1,3GPP RAN1 Meeting for Release 19 and 18 discussions
RAN WG1 #119,"Orlando, US",RAN WG1,NR physical layer enhancements for Ambient IoT
RAN WG1 #118,"Maastricht, NL",RAN WG1,Uplink Transmission Procedures
3GPP TSG RAN WG1 #118b,"Hefei, China",RAN WG1,NR MIMO Enhancements
