doc_id,entity_name,context,frequency
R1-2408572,SSB,On-demand transmission for energy-efficient SCell activation and measurements,25
R1-2407684,Rayleigh Distance,Used to determine near-field/far-field boundary in channel modeling,3
R1-2410350,SIB1,Proposals for on-demand transmission mechanisms,15
R1-2400980,PRACH,Configuration reuse for FR2-FDD bands,10
R1-2406036,SSB index,Consistency requirement with TCI state in MAC CE,15
R1-2402896,Radar Cross-Section,Modeling parameters for sensing targets,4
R1-2408699,BPSK,Optimal modulation scheme for D2R transmission with convolutional coding,8
R1-2401250,CBRA,Contention-based random access support in SBFD,5
R1-2407749,UE,Capability reporting and model identification,28
R1-2401534,CSI omission,Clarification of Part 2 wideband CSI omission rules at sub-report level,15
R1-2404434,UL WUS,UL triggering mechanism analysis for SIB1 requests,15
R1-2409238,Carrier Wave,External waveform characteristics impacting D2R performance.,25
R1-2402388,OFDM,Deprioritization due to device limitations,8
R1-2406912,multipanelSchemeSDM,RRC parameter for S-DCI-based STxMP SDM configuration,3
R1-2401244,Type-I Codebook,SD vector selection enhancements,9
R1-2402085,PTRS-DMRS Association,Bit indication (1/2 bits) for mapping PTRS ports to DMRS ports,8
R1-2405061,PRACH,Physical layer channel analysis for SBFD operation,35
R1-2408558,CSI-ResourceConfig,Configuration of Set A/Set B beams for AI/ML models,15
R1-2405054,Bistatic Sensing,One of six supported sensing modes,3
R1-2404398,SBFD,Core technology for NR duplex evolution,127
R1-2400532,DMRS Bundling,Phase continuity requirements under timing drift,8
R1-2403860,NR PRB,D2R system bandwidth configuration in NR in-band operation,4
R1-2409718,RCS,Radar cross-section modeling for target detection,15
R1-2404629,LP-WUS,Core focus of the document discussing various operational configurations,45
R1-2408559,AI/ML Positioning,Proposals for model input parameters and monitoring,28
R1-2407513,Ambient Internet of Things,Core subject of the TR for standardization,1
R1-2403993,FR2-NTN,Main focus of analysis assumptions review,28
R1-2408772,Regenerative Payload,UL synchronization reference point at satellite,5
R1-2409105,DCI,Proposed for explicit gap skipping via 1-bit fields in formats 0_1/1_1 and 0_2/1_2.,45
R1-2405341,SIB1,On-demand transmission mechanism for energy savings,27
R1-2403618,NR-DC,Application to NR-DC band combinations,3
R1-2409681,Clock Accuracy,Initial vs calibrated accuracy parameters,27
R1-2410232,LP-WUS,Core subject of the document discussing configuration and monitoring procedures,58
R1-2409707,NTN,Preamble sequence mapping,1
R1-2406666,UMi,Primary test scenario for measurements,12
R1-2410553,SSB,Impact of extended periodicity on legacy UE compatibility and cell search procedures,28
R1-2409731,CSI Compression,Primary use case for two-sided model analysis,15
R2-2313959,2T Mode Configuration,Switching period calculation basis,5
R1-2405507,OCC,Performance evaluation of time/frequency domain OCC techniques,58
R1-2400027,DMRS Bundling,UE capability differentiation for GSO/NGSO scenarios,4
R1-2410378,Beam Management,Mechanism proposed for reuse,4
R1-2408072,SIB1,On-demand transmission mechanism,27
R1-2403441,Channel models,Validation of frequency-dependent parameters,42
R1-2400121,SSB,SSB adaptation for PCell/SCell operation and measurement optimization,18
R1-2400161,L1-RSRP,Primary beam quality metric for event detection,5
R1-2406472,CLI,Central challenge addressed via muting and measurement schemes.,25
R1-2401260,Ambient IoT,Core technology being standardized for ultra-low power IoT applications,28
R1-2404901,A-IoT,Core discussion about physical channel requirements,15
R1-2406584,Beam Hopping,Improves coverage ratio via TDM beam activation,8
R1-2409081,pur-ResponseWindowTimer,Proposed replacement parameter from RAN2 specs,7
R1-2405066,PRACH,Configuration optimization for FDD operation under 1.5% active beam constraints,12
R1-2407411,TC-RNTI,CRC scrambling for contention-based access,8
R1-2404493,CSI generation part,UE-side model component proposed for direct use/retraining,7
R1-2408856,KSSB,PBCH parameter for identifying NES cells with OD-SIB1,12
R1-2405347,TCI,Unified TCI framework adaptations for asymmetric deployments,12
R1-2405180,LP-WUR,Hardware capability requirements and band operation,15
R1-2406008,Rayleigh Distance,Threshold for spatial stationarity assessment,3
R1-2400178,SBFD,Main technology discussed for UL/DL coexistence,28
R1-2406625,PUSCH,Actual PUSCH transmission parameters for power headroom calculation,6
R1-2409988,CSI Feedback,Dataset exchange containing target CSI and CSI feedback pairs,15
R1-2408894,Beam Hopping,Critical for system-level coverage in scenarios with thousands of beam footprints.,8
R1-2400504,ISAC,Core technology discussed throughout the document,27
R1-2400117,DFT-S-OFDM,Proposed as downlink waveform for compatibility with NR hardware,4
R1-2409044,codebookParameter8TxPUSCH-r18,TS 38.306 capability signaling requirements,8
R1-2408242,OCC,Inter-slot/intra-symbol spreading for PUSCH,25
R1-2407657,Case z4,Model transfer where NW trains and delivers known model structures to UE,8
R1-2405277,LMF,Label generation for training data in Case 3a/3b,3
R1-2400458,Power Ramping Counter,Suspension conditions when PRACH occasions are dropped or power-reduced.,8
R1-2403037,LP-WUS,Triggering PDCCH monitoring in C-DRX and non-C-DRX configurations,42
R1-2409378,Type-II codebook,Refinement for CJT calibration,8
R1-2404584,AR Model,Baseline comparison for CSI prediction,15
R1-2401996,CSI-RS,Reference signal configuration for gNB-to-gNB channel measurements,7
R1-2406306,LOS/NLOS,Output indicator for propagation conditions,12
R4-2321609,TA,UE-specific TA calculation using GNSS and BS location,5
R1-2410828,TR38.769,Incorporating evaluations into the technical report,1
R1-2405567,NB-IoT,GNSS positioning enhancements,12
R1-2410126,RP-242348,Revised SID for ISAC channel modeling study,3
R1-2401192,SBFD,UL latency reduction and coverage improvement,15
R1-2410859,C-DRX,Integration with LP-WUS monitoring configurations,22
R1-2409507,Pathloss Offset,Compensation for DL sTRP-based pathloss measurement in UL transmissions,12
R1-2409536,C-DRX,Interaction between gap skipping and DRX inactive periods.,8
R1-2410711,CMOS,Low-power oscillator implementations,8
R1-2407585,CSI Prediction,AI-based channel state information prediction for network optimization,8
R1-2405660,38.214,Modified specification clauses 5.1 and 6.1,8
R1-2406918,MCSt,Definition of consecutive resources for exclusion in multi-slot transmissions,
R1-2404705,DFT-s-OFDM,Waveform generation method for improved spectral efficiency,8
R1-2402371,Measurement Gap,Scheduling restriction analysis for XR traffic,28
R1-2409646,C-DRX,Baseline connected mode power saving mechanism,28
R1-2405254,ZC sequence,Proposed for overlaid OFDM sequences due to orthogonality in time/frequency domains,8
R1-2400629,Orthogonal Cover Codes,Proposed for UE multiplexing in UL transmissions,12
R1-2404663,TS 38.214,Modified by Alternative 2 for resource allocation rules,4
R1-2409607,LP-WUS,Activation/deactivation mechanisms and monitoring configurations,25
R1-2406866,OCC,Proposals for Walsh/DFT-based code selection and slot-level spreading,12
R1-2402673,UL WUS,PRACH-based triggering signal design,28
R1-2401663,SIB1,Core subject of on-demand transmission mechanisms,58
R1-2403618,PUSCH,Simultaneous PUSCH/PUCCH transmissions,4
38.214 CR-02990,CSI-SSB,Resource list configuration for mobility measurements,12
R1-2406811,RFID,Memory bank structure in inventory use cases,5
R1-2400805,Backscatter Communication,"Analyzed as primary UL method for Device Type-1, with coverage and interference challenges.",12
R1-2406393,TR38.901,Base model for validation/comparison,15
R1-2404820,UL WUS,UL triggering mechanism for SIB1 requests,19
R1-2403970,SRS,Collision handling with DL/UL channels in TDD systems,12
R1-2402905,NPUSCH,Single/multi-tone transmission analysis with repetition patterns and OCC application,22
R1-2410417,Manchester Encoding,Baseline for R2D transmissions without midamble,5
R1-2404378,DCI format 1_3,Scheduling format triggering BWP changes,4
R1-2400947,3GPP TS 38.213,Reference for UCI dropping procedures,5
R1-2409001,SMa Scenario,New suburban macro scenario proposals,18
R1-2408481,SSB Beam,Beam association for LP-WUS transmission,23
R1-2408007,Partial Cancellation,UE procedure for handling UL/DL conflicts,12
R1-2410550,Group Common DCI,Proposed signaling method for multi-UE SSB coordination,8
R1-2401423,eRedCap,Proposals for MBS PDSCH bandwidth limitations and simultaneous reception capabilities,15
R1-2404908,Model Transfer,Analysis of different model delivery cases (z1-z5) for UE-side AI models,12
R1-2408275,TR 38.901,Base channel model for ISAC enhancements,6
R1-2402103,SBFD,Discussed throughout document as main duplex enhancement technology,42
R1-2401944,SL DRX,Support in co-channel coexistence,5
R1-2407982,mTRP,Serving cell configuration scenario,8
R1-2403638,TCI,Beam alignment in M-DCI HARQ-ACK feedback,23
R1-2406726,SSB,SSB-RO mapping rules for SBFD symbols,8
R1-2401163,FR2-NTN,"Primary focus of the document, discussing PRACH configuration and timing requirements.",12
R1-2403117,NB-IoT,Complexity comparison baseline for Ambient IoT device ii.,
R1-2402268,Measurement Gaps,UE skips measurements if dynamic/semi-static scheduling overlaps with gaps.,15
R1-2401976,PMU,Energy storage optimization through impedance matching,8
R1-2409554,PRDCH,Downlink physical channel carrying R2D control and data information,22
R1-2401693,SRS,Collision handling in unpaired spectrum,12
R1-2406755,SIB19,Critical for UL synchronization in NTN; collisions impact UE operation,15
R1-2401835,Device 1,Architecture components and power consumption agreements,45
R1-2407432,SRS-CarrierSwitching,IE requiring description updates in TS 38.331,12
R1-2407819,PRDCH,R2D channel structure design with preamble and control/data separation,
R1-2404304,UMa Scenario,Urban Macrocell test environment,9
R1-2407273,NVM,Usage for storing device IDs and energy considerations for write operations,10
R1-2406526,Beam Management,AI/ML-based enhancement proposals,42
R1-2400632,Backscattering Transmission,Proposed uplink transmission method for Type-1 UEs,9
R1-2402901,RRM,Adaptation mechanisms to prioritize XR traffic during measurements,15
R1-2400579,DMRS,Enhanced configurations for rank 5-8 transmissions,8
R1-2400570,LP-WUS,Signal design and UE subgroup wake-up procedures,42
R1-2403626,tp-pi2BPSK,Configuration impact on q-value,15
R1-2401985,Carrier Aggregation,Intra-band and inter-band CA scenarios for SSB-less SCell operation,22
R1-2404311,Beam Prediction,Spatial prediction of optimal DL Tx beams using Set B measurements,27
R1-2402792,Type-II Codebook,Codebook refinement for 128 ports support,15
R1-2404286,Miller Encoding,Studied as D2R line coding alternative to Manchester/FM0,3
R1-2402135,PDRCH,D2R channel options and repetition mechanisms,12
R1-2405861,TCI-State,Power control and beam management procedures,15
R1-2405917,UL WUS,PRACH-based uplink trigger signal design,18
R1-2402575,LP-WUS,Activation/deactivation procedures and subgrouping design,42
R1-2408366,BLER_target-r19,Proposed RRC parameter to configure UE CQI BLER targets,3
R1-24xxxxx,CSI Compression,Study on inter-vendor collaboration and parameter disclosure,15
R1-2405444,Near-field propagation,Discussed as a key aspect requiring spherical wavefront modeling for antenna element-wise parameters.,45
R1-2400898,ISAC,Main technology under discussion for joint communication-sensing systems,35
R1-2409499,CSI-RS,Resource types for measurement and monitoring,32
R1-2408677,SIB1,On-demand transmission mechanism design,42
R1-2409215,SRS,Dropping rules when overlapping with PUCCH,6
R1-2410278,TS 38.321,MAC protocol specifications for TA reporting mechanisms.,1
R1-2410340,SSB,SSB-based RSRP measurements for candidate cells,7
R1-2410425,CDL-C Model,Channel model used for dataset generation with 30ns delay spread,3
R1-2409902,UL WUS,Configuration parameters and transmission procedures,15
R1-2403023,D2R,Backscattering transmission channels for A-IoT devices,8
R1-2401596,TCI Framework,Beam indication enhancements for predicted beams,22
R1-2402664,PRACH,Primary channel for random access enhancements,35
R1-2409705,TS 36.108,SAN requirement definitions,5
R1-2400395,hypothetical BLER,Key metric for model performance monitoring,6
R1-2400490,PDSCH,Proposed as the sole downlink channel for data and control information,12
R1-2405493,Orthogonal Cover Codes,NPUSCH capacity enhancement through UE multiplexing,42
R1-2407033,Scrambling,Proposed for R2D interference randomization,12
R1-2404545,LMF,ML model training location,3
R1-2404688,SRS,Configuration of 4-port SRS resources with port muting for 3TX operation,12
R1-2404885,TCI,Unified TCI framework reuse for beam management,8
R1-2406987,PSFCH,Resource allocation procedures,12
R1-2408883,UAVs,Example objects for sensing detection,1
R1-2401190,SCell,Activation/deactivation mechanisms for energy efficiency,12
R1-2405045,OFDM,Alignment with NR OFDM symbol boundaries for in-band operation,8
R1-2402175,OCC,Proposed for PUSCH enhancements to multiplex UEs via orthogonal codes.,15
R1-2401781,TS 38.213,Reference for valid grant definitions,2
R1-2406997,TS 38.214,Referenced for Table 8.1.4-1 defining processing delays,1
R1-2400403,DFT-s-OFDM,Baseline waveform for uplink transmissions,8
R1-2407325,RF Energy Harvesting,Excluded from latency calculations but considered in power models,7
R1-2401258,SSB,Bandwidth limitations for SSB reception in A-IoT devices,4
R1-2402636,Type-1 HARQ-ACK Codebook,Codebook suppression mechanism during DTX,12
