doc_id,wg_name,role_in_group
R1-2408935,RAN WG1,Contribution to Rel-19 NES Work Item
R1-2403632,RAN WG1,Discussion summary for decision-making
R1-2403579,RAN WG1,Change Request
R1-2409568,RAN WG1,Discussion Contributor
R1-2403339,RAN WG1,Contribution
R1-2402427,RAN WG1,Change Request
R1-2403231,RAN WG1,Feature Specification
R1-2408840,RAN WG1,Technical Contribution
R1-2405122,RAN WG1,Contribution
R1-2400500,RAN WG4,CC
R1-2403605,RAN WG1,Specification Maintenance
R1-2410452,RAN WG1,Technical contribution
R1-2401701,RAN WG1,Discussion moderator
R1-2404750,RAN WG1,Change Request
R1-2400330,RAN WG1,Contribution
R1-2400056,RAN WG1,Contribution
R1-2410303,RAN WG1,Contribution
R1-2403592,RAN WG1,Change proposal
R1-2400417,RAN WG1,Discussion/Decision
R1-2406738,RAN WG1,Technical Contribution
R1-2409617,RAN WG1,Contribution
R1-2409284,RAN WG1,Feature Lead Summary
R1-2403493,RAN WG1,Discussion Summary
R1-2406757,RAN WG1,Contribution
R1-2403581,RAN WG1,Change Request Proposal
R1-2403191,RAN WG1,Technical contribution
R1-2406676,RAN WG1,Specification maintenance
R1-2400910,RAN WG1,Technical Contribution
R1-2406761,RAN WG1,Contribution
R1-2400135,RAN WG1,Contribution
R1-2403856,RAN WG1,Technical Contribution
R1-2404703,RAN WG1,Technical Contribution
R1-2409164,RAN WG1,Feature lead summary
R1-2406730,RAN WG1,Technical contribution
R1-2404628,RAN WG1,Contribution
R1-2402880,RAN WG1,Contribution
R1-2405817,RAN WG1,Contribution
R1-2410223,RAN WG1,Discussion Document
R1-2402460,RAN WG1,Contribution on CSI Enhancements
R1-2402634,RAN WG1,Contribution
R1-2400785,RAN WG1,Contribution on physical layer specifications
R1-2406314,RAN WG1,Contribution
R1-2405289,RAN WG1,Specification alignment
R1-2409671,RAN WG1,Contribution
R1-2402879,RAN WG1,Contribution on SBFD standardization
R1-2408180,RAN WG1,Discussion Document
R1-2405153,RAN WG1,Discussion/Decision Proposal
R1-2407027,RAN WG1,Technical Contribution
R1-2403939,RAN WG1,Technical Contribution
R1-2405049,RAN WG1,Technical Contribution
R1-2403513,TSG-RAN WG1,Discussion Document
R1-2409442,RAN WG1,Contribution to Channel Modeling
R1-2405446,RAN WG1,Discussion Moderator
R1-2407208,TSG-RAN WG1,Feature Lead Summary
R1-2402482,RAN WG1,Contribution
R1-2407081,RAN WG1,Contribution
R1-2405227,RAN WG1,Contribution
R1-2405081,RAN WG1,Technical Contribution
R1-2402351,RAN WG1,Discussion on physical layer aspects
R1-2408768,RAN WG1,Contribution
R1-2400251,RAN WG1,Technical Contribution
R1-2410358,RAN WG1,Contribution
R1-2410172,RAN WG1,Contribution
R1-2410371,RAN WG1,Contribution
R1-2408235,RAN WG1,Discussion Document
R1-2407337,RAN WG1,Change Request
R1-2402160,RAN WG1,Contribution
R1-2404138,RAN WG1,Technical Specification
R1-2404371,RAN WG1,Specification Change Proposal
R1-2409708,RAN WG1,Change Request
R1-2402280,RAN WG1,Technical Contribution
R1-2404929,RAN WG1,Specification of physical layer procedures
R1-2410909,RAN WG1,Source
R1-2405965,RAN WG1,Technical Contribution
R1-2410505,RAN WG1,Technical Contribution
R1-2402385,RAN WG1,Technical Contribution
38.214 CR,RAN WG1,Specification maintenance
R1-2402635,RAN WG1,Technical Contribution
R1-2408939,RAN WG1,Contribution on Physical Layer Aspects
R1-2410933,RAN WG1,Technical Specification
R1-2402513,RAN WG1,Technical Contribution
R1-2404052,RAN WG1,Contribution
R1-2404097,RAN WG1,Contribution on MIMO enhancements
RAN1#119-Schedule,RAN WG1,Meeting Schedule
R1-2400098,RAN WG1,Technical Contribution
R1-24xxxxx,RAN WG1,Clarification of physical layer procedures
R1-2402693,RAN WG1,Contribution
R1-2401754,RAN WG1,Proposing LS to RAN WG2
R1-2404704,RAN WG1,Contribution
R1-2406102,RAN WG1,Contribution on Physical Layer Procedures
R1-2405667,RAN WG4,Recipient
R1-2401798,RAN WG1,Contribution for MIMO Enhancement
R1-2406613,RAN WG1,Discussion input for physical layer specifications
R1-2408600,RAN WG1,Technical Contribution
R1-2400638,RAN WG1,Technical contribution
R1-2408721,RAN WG1,Contribution
R1-2409028,RAN WG1,Discussion Summary
R1-2404684,RAN WG1,Contribution
R1-2400547,RAN WG1,Contribution
R1-2403331,RAN WG1,Change Proposal
R1-2401924,RAN WG1,Contribution for CR discussion
R1-2408938,RAN WG1,Technical Contribution
R1-2402475,RAN WG1,Discussion Contributor
R1-2404969,RAN WG1,Contribution
R1-2409995,RAN WG1,Technical contribution on AI/ML air interface enhancements
R1-2400535,RAN WG1,Contribution
R1-2404315,RAN WG1,Contribution
R1-2400464,RAN WG1,Discussion Document
R1-2400600,RAN WG1,Discussion Contributor
R1-2400683,RAN WG1,Technical Contribution
R1-2404124,RAN WG1,Contribution
R1-2402089,RAN WG1,Discussion Document
R1-2401664,RAN WG1,Contribution
R1-117-9.2.4,RAN WG1,Specification Agreement
R1-2405964,3GPP RAN WG1,Recipient
R1-2403121,RAN WG1,Technical Proposal Submission
R1-2405748,RAN WG1,Specification Maintenance
R1-2409475,RAN WG1,Technical Contribution
R1-2400730,RAN WG1,Contribution
R1-2409406,RAN WG1,Discussion Document
R1-2409086,RAN WG1,Discussion Document
R1-2404439,RAN WG1,Contribution
R1-2405952,RAN WG1,Contribution
R1-2406884,RAN WG1,Discussion Document
R1-2408302,RAN WG1,Technical contribution on physical layer design
R1-2409684,RAN WG1,Technical contribution
R1-2402890,RAN WG1,Physical layer specification
R1-2405525,RAN WG1,Contribution
R1-2406171,RAN WG1,Change Request
R1-2401996,TSG-RAN WG1,Contribution
R1-2404106,RAN WG1,Contribution
R1-2403312,RAN WG1,Discussion document
R1-2406013,RAN WG1,Contribution on physical layer design
R1-2403046,RAN WG1,Contribution on CLI mitigation
R1-2405626,RAN WG1,Change Request
R4-2321389,RAN WG4,Source
R1-2408386,TSG-RAN WG1,Technical Specification Development
R1-2404735,RAN WG1,Contribution
R1-2405899,RAN WG1,Contribution on AI/ML beam management
R1-2401285,RAN WG1,Contribution
R1-2402870,RAN WG1,Contribution
R1-2400126,RAN WG1,Contribution
R1-2404887,RAN WG1,Contribution
R1-2406979,RAN WG1,Discussion Document
R1-2409839,RAN WG1,Contribution
R1-2410656,RAN WG1,Channel model enhancement proposal
R1-2408231,RAN WG1,Contribution
R1-2403210,RAN WG1,Contribution
R1-2404177,RAN WG1,Evaluation Methodology Proposal
R1-2405909,RAN WG1,Technical Contribution
R1-2400515,RAN WG1,Contribution on physical layer procedures
R1-2405860,TSG-RAN WG1,Change Proposal
R1-2410217,RAN WG1,Technical Specification Development
R1-2403275,RAN WG1,Discussion Document
R1-2407170,RAN WG1,Change Request
R1-2406775,RAN WG1,Contribution
R1-2402466,RAN WG1,Technical Specification Development
R1-2407712,RAN WG1,Contribution
R1-2405629,RAN WG1,Change Request
R1-2410876,RAN WG1,Change Request Proposal
R1-2407710,RAN WG1,Contribution
R1-2405098,RAN WG1,Contribution
R1-2405737,TSG-RAN WG1,Discussion/Decision Document
R1-2405916,RAN WG1,Contribution
R1-2402932,RAN WG1,Contribution
R1-2407144,RAN WG1,Contribution
R1-2409799,RAN WG1,Contribution
R1-2405053,RAN WG1,Contribution
R1-2409057,RAN WG1,Contribution
R1-2401875,RAN WG1,CR Proposal
R1-2410441,RAN WG1,Discussion Document
R1-2405972,RAN WG1,Technical Specification Development
R1-2409340,RAN WG1,Chair Notes
R1-2403047,RAN WG1,Discussion contribution on physical layer enhancements
R1-2403506,RAN WG1,Discussion Document
R1-2405701,RAN WG1,Change Proposal
R1-2402889,RAN WG1,Contribution on physical layer enhancements
R1-2403248,RAN WG1,Study lead for Ambient IoT physical layer aspects
R1-2410796,RAN WG1,Discussion Document
R1-2409316,RAN WG1,Technical contribution
R1-2410353,RAN WG1,"Discussion, Decision"
R1-2406505,RAN WG1,Contribution
R1-2408400,RAN WG1,Physical layer specification
R1-2407920,RAN WG1,Technical Contribution
R4-2321728,RAN WG4,Technical Contribution
R1-2404627,RAN WG1,Contribution
R1-2407042,RAN WG1,Discussion Document
R1-2409628,RAN WG1,Contribution
R1-2408499,RAN WG1,Contribution
R1-2400353,RAN WG1,Contribution
R1-2405345,RAN WG1,Discussion Document
R1-2407918,RAN WG1,Contribution
R1-2405128,RAN WG1,Contribution
R2-2401958,RAN WG2,Technical Specification
R1-2410104,RAN WG1,Discussion Document
R1-2405215,RAN WG1,Contribution
R1-2410870,RAN WG1,Technical Specification Contribution
R1-2410190,RAN WG1,Specification Maintenance
R1-2400121,RAN WG1,Contribution
R1-2406073,RAN WG1,Technical Contribution
R1-2405944,RAN WG1,Technical contribution on beam management
R1-2405370,RAN WG1,Discussion lead for network energy savings enhancements
R1-2403872,RAN WG1,Discussion Document
R1-2410536,RAN WG1,Contribution
R1-2410241,RAN WG1,Contribution
R1-2403383,RAN WG1,Technical specification discussion
R1-2407528,RAN WG1,Specification Amendment
R1-2406087,RAN WG1,Contribution
R1-2407624,RAN WG1,Technical Contribution
R1-2406148,RAN WG1,Contribution on physical layer aspects
R1-2404140,RAN WG1,Contribution
R1-2403553,RAN WG1,Discussion moderator
R1-2410847,RAN WG1,Channel Modeling Study
R1-2400326,RAN WG1,Technical Contribution
RP-241686,TSG RAN,Liaison Statement
R1-2408692,RAN WG1,Discussion Document
R1-2402893,RAN WG1,Discussion Coordination
R1-2404197,RAN WG1,Discussion and Decision
R1-2400033,RAN WG1,Discussion Document
R1-2409948,RAN WG1,Contribution
R1-2402528,RAN WG1,Specification Maintenance
R1-2406431,RAN WG1,Contribution
R1-2408144,RAN WG1,Contribution
R1-2407867,RAN WG1,Technical contribution
R1-2409639,RAN WG1,Contribution on Ambient IoT Physical Layer
R1-2405890,RAN WG1,Contribution
R1-2403491,RAN WG1,Discussion Summary
R1-2407718,RAN WG1,Contribution
R1-2402853,TSG-RAN WG1,Contribution
R1-2407601,RAN3,Recipient
R1-2404513,RAN WG1,Contribution
R1-2403370,RAN WG1,Contribution on SBFD random access
R1-2407290,RAN WG1,Contribution
R1-2400099,RAN WG1,Contribution
R1-2401341,RAN WG1,Specification impact discussion
R1-2402534,RAN WG1,Discussion Document
R1-2400462,RAN WG1,Contribution
R1-2400833,RAN WG1,Contribution
R1-2403404,RAN WG1,Technical contributor
R1-2401857,RAN WG1,Discussion & Decision Document
R1-2407019,RAN WG1,Discussion Contributor
R1-2401995,RAN WG1,Contribution
R1-2402005,RAN WG1,Contribution
R1-2402456,RAN WG1,Discussion and Decision
R1-2407792,RAN WG1,Contribution
R1-2407684,RAN WG1,Contribution to channel modeling standardization
R1-2403326,RAN WG1,Contribution for Discussion
R1-2404026,RAN WG1,Contribution
R1-2401263,RAN WG1,Contribution
R1-2408364,RAN WG1,Technical contribution
R1-2410083,RAN WG1,Technical discussion lead
R1-2404078,RAN WG1,Contribution on physical layer protocols
R1-2401726,RAN WG1,Contribution
R1-2402034,RAN WG1,Contribution
R1-2400603,RAN WG1,Contribution
R1-2410800,RAN WG1,Discussion Moderator
R1-2408344,RAN WG1,Technical Contribution
R1-2410587,RAN WG4,Contribution
38.214,TSG-RAN WG1,Physical Layer Specification Maintenance
R1-2406657,RAN WG1,Technical Contribution
R1-2402741,RAN WG1,Discussion Document
R1-24xxxxx,RAN WG1,Discussion Document
R1-2407476,RAN WG1,Discussion Document
R1-24xxxxx,RAN WG1,Maintenance discussion coordination
R1-2408273,RAN WG2,Protocol Specifications
R1-2404818,RAN WG1,Discussion and decision
R1-2405464,RAN WG1,Discussion Moderator
R1-2407644,RAN WG1,Contribution
R1-2405265,RAN WG1,Contribution on NTN Uplink Enhancements
R1-2405180,RAN WG1,Contribution
R1-2403097,RAN WG1,Contribution to physical layer specifications
R1-2401727,RAN WG1,Technical Contribution
R1-2410898,RAN WG1,Technical Specification Development
R1-2404885,RAN WG1,Contribution
R1-2408575,RAN WG1,Physical layer protocol contribution
R1-2405915,RAN WG1,Contribution to Ambient IoT SI
R1-2400608,RAN WG1,Contribution
R1-2407877,RAN WG1,Technical contribution
R1-2409340,RAN WG1,Official meeting record
R1-2407043,RAN WG1,Contribution
R1-2401427,RAN WG1,Discussion input
R1-2400229,RAN WG1,Contribution
R1-2407801,RAN WG1,Contribution for Discussion
R1-2400800,RAN WG1,Contribution
R1-2408981,TSG-RAN WG1,Specification Amendment
R1-2405183,RAN WG1,Contribution
R1-2402755,RAN WG1,Technical Contribution
R1-2407938,RAN WG1,Contribution
R1-2403020,RAN WG1,Contribution
R1-2403107,RAN WG1,Contribution for ISAC studies
R1-2410853,RAN WG1,Specification amendment proposal
R1-2408249,RAN WG1,Change Request
R1-2404948,RAN WG1,Technical Contribution
R1-2401472,RAN WG1,Contribution
R1-2403626,RAN WG1,Discussion document
R1-2410022,RAN WG1,Contribution to AI/ML Air Interface Study
R1-2406002,RAN WG1,Discussion & Decision
R1-2402783,RAN WG1,Technical Specification
R1-2409389,RAN WG1,Contribution for Rel-19 Ambient IoT standardization
R1-2409827,RAN WG1,Contribution
R1-2410653,RAN WG1,Technical Specification Development
R1-2406653,RAN WG1,Discussion Contributor
R1-2403138,RAN WG1,Contribution
R1-2408573,RAN WG1,Technical Specification
R1-2405152,RAN WG1,Technical Contribution
38.214,RAN WG1,Change Request
R1-2410515,RAN WG1,Technical Analysis
R1-2404531,RAN WG1,Discussion
R1-2401161,RAN WG1,Technical Contribution
R1-2407182,RAN WG1,Contribution to Rel-19 MIMO Work Item
R1-2406860,RAN WG1,Work Item Proposal
R1-2404975,RAN WG1,Contribution
R1-2404155,RAN WG1,Change Request
R1-2405315,RAN WG1,Change Request
R1-2402343,RAN WG1,Contribution
R1-2406750,RAN WG1,Work Item Contributor
R1-2407231,RAN WG1,Discussion Document
R1-2406382,RAN WG1,Contribution
R1-2409851,RAN WG1,Technical contribution
R1-2403089,RAN WG1,Technical contribution on MIMO enhancements
R1-2409531,RAN WG1,Technical contribution
R4-2403494,TSG RAN WG4,Response to RAN1 query
R1-2402213,RAN WG1,Contribution
R1-2404120,RAN WG1,Technical contribution on physical layer design
R1-2410319,RAN WG1,Contribution
R1-2406635,RAN WG1,Technical contribution
R1-2403662,RAN WG1,Session Chair
R1-2406363,RAN WG1,Technical Contribution
R1-2406051,RAN WG1,Technical Contribution
R1-2404683,RAN WG1,Contribution
R1-2401083,RAN WG1,Technical Contribution
R1-2409713,RAN WG1,Discussion Document
R1-2408371,RAN WG1,Contribution on A-IoT transmission design
R1-2400575,RAN WG1,Contribution
R1-2402362,RAN WG1,Change Request
R1-2404404,RAN WG1,Contribution
R1-2401387,RAN WG1,Specification update coordination
R1-2404874,RAN WG1,Contribution
R1-2406213,RAN WG1,Change Request Submission
R1-2405627,RAN WG1,Specification maintenance
R1-2401757,RAN WG1,Maintenance discussion coordination
R1-2404790,RAN WG1,Mobility Enhancements Maintenance
R1-2406694,RAN WG1,Contribution
R1-2407279,RAN WG1,Discussion Summary
R1-2401140,RAN WG1,Contribution
R1-2405295,RAN WG1,Specification Amendment
R1-2407828,RAN WG1,Technical contribution
R1-2404617,RAN WG1,Contribution
R1-2400394,RAN WG1,Contribution
R1-2410676,RAN WG1,Discussion Summary
R1-2407921,RAN WG1,Technical contribution
R1-2406490,RAN WG1,Contribution
R1-2407155,RAN WG1,Technical Contribution
R1-2402264,RAN WG1,Contribution on Physical Layer Enhancements
R1-2407249,RAN WG1,Feature Lead Summary
R1-2403190,RAN WG1,Discussion Document
R1-2406719,RAN WG1,Technical Contribution
R1-2401043,RAN WG1,Technical Contribution
R1-2407988,RAN WG1,Technical Contribution
R1-2404625,RAN WG1,Contribution
R1-2403327,RAN WG1,Contribution
CR-Form-v12.2 DRAFT CHANGE REQUEST 2,TSG-RAN WG1,Specification Maintenance
R1-2409820,RAN WG1,Contribution
R1-2400037,RAN WG1,Technical contribution
R1-2405550,RAN WG1,Contribution
R1-2407536,RAN WG1,Technical Specification
R1-2407930,RAN WG1,Contribution
R1-2402940,RAN WG1,Contribution
R1-2402862,RAN WG1,Source
R1-2409970,RAN WG1,Discussion Document
R1-2409637,RAN WG1,Contribution
R1-2403471,RAN WG1,Discussion & Decision Document
R1-2404135,RAN WG1,Technical Contribution
R1-2404922,RAN WG1,Specification update proposal
R1-2402191,RAN WG1,Contribution to agenda item 9.5.2
R1-2407236,RAN WG1,Change Proposal
R1-2404711,RAN WG1,Technical Specification Contribution
R1-2402615,RAN WG1,Contribution
R1-2402745,RAN WG1,Contribution
R1-2408919,RAN WG1,Study coordination
R1-2410450,RAN WG1,Technical Specification
R1-2402624,RAN WG1,Contribution
R1-2404958,RAN WG1,Discussion on Ambient IoT standardization
R1-2406460,RAN WG1,Contribution on physical layer procedures
R1-2410749,RAN WG1,Discussion Document
R19 A-IoT,RAN WG1,Work Item Documentation
R1-2400618,RAN WG1,Contribution
R1-2403068,RAN WG1,Contribution
R1-2401738,RAN WG1,Specification maintenance
R1-2401184,RAN WG1,Technical contribution on physical layer design
R1-2401414,RAN WG1,Technical Contribution
R1-240xxxx,RAN WG1,Discussion summary
R1-2406743,RAN WG1,Contribution
R1-2405700,RAN WG1,Change Request
R1-2407917,RAN WG1,Channel modeling discussion
R2-2407848,RAN WG2,Working Document
R1-2406208,RAN WG1,Technical Contribution
R1-2402603,RAN WG1,Technical Contribution
R1-2405839,RAN WG1,Contribution
R1-2403809,RAN WG1,Specification Maintenance
R1-2402711,RAN WG1,Contribution
R1-2410408,RAN WG1,Technical Contribution
R1-2409666,RAN WG1,Contribution
R1-2406284,RAN WG1,Contribution
R1-2401991,RAN WG1,Discussion Document
R1-2409656,RAN WG1,Specification Development
R1-2403484,RAN WG1,Discussion document for AI/ML work item
R1-2405495,RAN WG1,Discussion Summary
R1-2405926,RAN WG1,Contribution
R1-2408391,RAN WG1,Technical Specification
R1-2408986,RAN WG1,Technical Contribution
R1-2409673,RAN WG1,Contribution
RP-240858,TSG-RAN,Procedural document for CR approval
R1-2410027,RAN WG1,Contribution
R1-2408572,RAN WG1,Discussion/Decision
R1-2404830,RAN1,Contributor
R1-2404504,RAN WG1,Contribution
R1-2408991,RAN WG1,Discussion Lead
R1-2408334,RAN WG1,Technical Contribution
R1-24xxxxx,RAN WG1,Discussion Lead
R1-2401546,TSG-RAN WG1,Discussion Document
R1-2403232,RAN WG1,Technical Contribution
R1-2402944,RAN WG1,Contribution
R1-2400880,RAN WG1,Discussion document for agenda item 8.5
R1-2409880,RAN WG1,Technical Contribution
R1-2403843,RAN WG1,Technical Contributor
R1-2410137,RAN WG1,Discussion Document
R1-2405920,RAN WG1,Contribution
R1-2401376,RAN WG1,Contribution on PHY/MAC Layer Mechanisms
R1-2408199,RAN WG1,Contribution
R1-2400300,RAN WG1,Contribution
R1-2404023,RAN WG1,Contribution
R1-2406100,RAN WG1,Technical Contribution
R1-2403417,RAN WG1,Discussion Document
R1-2410296,RAN WG1,Discussion Contributor
R1-2405399,RAN WG1,Discussion Document
R1-2407558,RAN WG1,Source
R1-2408680,RAN WG1,Contribution
R1-2405723,RAN WG1,Discussion coordination
R1-2402532,RAN WG1,Contribution
R1-2409006,RAN WG1,Evaluation Methodology Proposal
R1-2403317,RAN WG1,Specification Maintenance
R1-2403172,RAN WG1,Technical Specification Contribution
